"$OSD [mm]"	"mmf_m1 []"	"mmf_m2 []"	"mmf_m3 []"	"mmf_m4 []"	"mmf_m5 []"	"mmf_m6 []"	"mmf_m7 []"	"mmf_m8 []"	"mmf_m9 []"	"mmf_m10 []"	"mmf_m11 []"	"mmf_m12 []"	"mmf_m13 []"	"mmf_m14 []"	"mmf_g1 []"	"mmf_g2 []"	"mmf_g3 []"	"mmf_g4 []"	"mmf_g5 []"	"mmf_g6 []"	"mmf_g7 []"	"mmf_g8 []"	"mmf_g9 []"	"mmf_g10 []"	"mmf_g11 []"	"mmf_g12 []"	"mmf_g13 []"	"mmf_g14 []"
125	878.459750607671	837.511671280021	788.108343746829	760.935239239145	740.045725507612	727.23661246941	725.197616464574	729.303502994521	725.504244890035	727.366133915151	740.117916213324	760.991212069189	790.236268687834	841.219464760387	531.157993478041	708.960522387888	726.194458306462	705.322816078601	714.127631701958	722.174150611913	715.505146772468	711.237932407259	716.988952442389	721.197284446167	716.088889941875	704.46483475773	725.539373006828	791.747380602338
