"Distance [mm]"	"Bt []"
211.47162	-0.0394140833809317
211.686312	-0.0400672164229575
211.901004	-0.0320679913511303
212.115696	-0.0231396662329271
212.330388	-0.0254888474247972
212.54508	-0.0279662757265582
212.759772	-0.0335545969720106
212.974464	-0.0428553270019609
213.189156	-0.0691737647378855
213.403848	-0.105606881894923
213.61854	-0.181901541555817
213.833232	-0.232341845674053
214.047924	-0.164138906784217
214.262616	-0.0948631201815973
214.477308	-0.0536147625430048
214.692	-0.0124718301867439
