"Distance [mm]"	"Bt []"
139.979184	0.0147664385681032
140.193876	0.0123427687937865
140.408568	0.00899252712911779
140.62326	0.0072370779699078
140.837952	0.00766990702984523
141.052644	0.0101608657641989
141.267336	0.0200746063673423
141.482028	0.0289813522760009
141.69672	0.0538144239526726
141.911412	0.0776480738764766
142.126104	0.147777231901673
142.340796	0.188549374032648
142.555488	0.109447718463694
142.77018	0.0377193438491259
142.984872	-0.0194509970710616
143.199564	-0.0697435366702406
143.414256	-0.128402308385078
143.628948	-0.186364282927415
143.84364	-0.246635342314891
144.058332	-0.292024118913758
144.273024	-0.293270324789717
144.487716	-0.22557790643459
144.702408	-0.159752441294232
144.9171	-0.237191518330468
145.131792	-0.314060367597359
145.346484	-0.332766176783664
145.561176	-0.314625944858862
145.775868	-0.307468110856034
145.99056	-0.327540722718834
146.205252	-0.334986055214953
146.419944	-0.312253930029936
146.634636	-0.223448639372259
146.849328	-0.154775667186149
147.06402	-0.123345943171624
147.278712	-0.108606569989561
147.493404	-0.0880353768172001
147.708096	-0.0655044946956922
147.922788	-0.0480839501777626
148.13748	-0.041833892737025
148.352172	-0.034930315533
148.566864	-0.0282825099644101
148.781556	-0.025657413039219
148.996248	-0.0248043552472831
149.21094	-0.0240421862382771
149.425632	-0.0181520235516075
149.640324	-0.013513469132482
149.855016	-0.0089650567181251
150.069708	-0.00701909108791761
150.2844	-0.0070629309137514
150.499092	-0.0068024177634007
150.713784	-0.0101758779142587
150.928476	-0.0112446653809798
151.143168	-0.00987826268787505
151.35786	-0.00843886398559044
151.572552	-0.00483644525289837
151.787244	-0.00449000954409886
152.001936	-0.00623623424102428
152.216628	-0.00903576984335532
152.43132	-0.0155454834427375
152.646012	-0.0220759910884763
152.860704	-0.0291637407177177
153.075396	-0.0303259345446896
153.290088	-0.0301877389092708
153.50478	-0.0278817765796882
153.719472	-0.0215889588713349
153.934164	-0.0199400095967049
154.148856	-0.0195069268892866
154.363548	-0.0173325034440859
154.57824	-0.0151383937705465
154.792932	-0.0144517967920301
155.007624	-0.0140318309670316
155.222316	-0.0116115071716591
155.437008	-0.012572029829203
155.6517	-0.0205000153715599
155.866392	-0.0332241900435611
156.081084	-0.0730956717907716
156.295776	-0.147306907498158
156.510468	-0.181227351556581
156.72516	-0.161982679382049
156.939852	-0.096888647702678
157.154544	-0.0451886136752033
157.369236	0.0172524589878829
157.583928	0.0657796367231075
157.79862	0.122479877322863
158.013312	0.173656514611424
158.228004	0.228475541474525
158.442696	0.252650783672209
158.657388	0.217928533327408
158.87208	0.141836053479174
159.086772	0.0670037664440124
159.301464	0.111239875619955
159.516156	0.116182546563372
159.730848	0.146850820181419
159.94554	0.177346506274381
160.160232	0.221430564377381
160.374924	0.284071796631503
160.589616	0.332067981389714
160.804308	0.34298886814574
161.019	0.295462317428218
161.233692	0.303907872520925
161.448384	0.323365973064838
161.663076	0.274583535252953
161.877768	0.210711182934963
162.09246	0.168656437612403
162.307152	0.12716629904007
162.521844	0.108760295517768
162.736536	0.0916964618527453
162.951228	0.0696458579595243
163.16592	0.0549122911790109
163.380612	0.0465401013358155
163.595304	0.0356018686882975
163.809996	0.029283399091505
164.024688	0.0232141066502765
164.23938	0.0208998521656651
164.454072	0.0172672355356875
164.668764	0.0154587133268822
164.883456	0.0143131362184852
165.098148	0.0132959726957513
165.31284	0.0124086698801488
165.527532	0.0116236974787176
