"Distance [mm]"	"Distance/($D/2-$g/2)*180/pi []"	"Br []"
120.656904	202.267404664722	0.897336698135718
120.871596	202.627311078716	0.903377428545029
121.086288	202.98721749271	0.902685797760796
121.30098	203.347123906704	0.899703694483607
121.515672	203.707030320699	0.90271918143168
121.730364	204.066936734693	0.90371830237242
121.945056	204.426843148687	0.904776009886117
122.159748	204.786749562681	0.905892150103907
122.37444	205.146655976675	0.905714106409642
122.589132	205.506562390669	0.911282070754711
122.803824	205.866468804664	0.904071156609797
123.018516	206.226375218658	0.91055303952659
123.233208	206.586281632652	0.91158928564442
123.4479	206.946188046646	0.906853113297293
123.662592	207.30609446064	0.91165230548922
123.877284	207.666000874634	0.906751733730428
124.091976	208.025907288629	0.902403304134872
124.306668	208.385813702623	0.9059537380117
124.52136	208.745720116617	0.911824326296279
124.736052	209.105626530611	0.898719460215773
124.950744	209.465532944605	0.885684141007395
125.165436	209.825439358599	0.888965747811367
125.380128	210.185345772594	0.882029228400765
125.59482	210.545252186588	0.888209506763584
125.809512	210.905158600582	0.880469364822132
126.024204	211.265065014576	0.883073716808176
126.238896	211.62497142857	0.885948854344069
126.453588	211.984877842564	0.879939391613818
126.66828	212.344784256559	0.887376593664699
126.882972	212.704690670553	0.880347508221356
127.097664	213.064597084547	0.871506132416945
127.312356	213.424503498541	0.866551254645287
127.527048	213.784409912535	0.842729782725341
127.74174	214.144316326529	0.816902587141005
127.956432	214.504222740523	0.748494753138036
128.171124	214.864129154518	0.68050467778378
128.385816	215.224035568512	0.612960966727561
128.600508	215.583941982506	0.574695389732322
128.8152	215.9438483965	0.541465040741366
129.029892	216.303754810494	0.509610965884838
129.244584	216.663661224488	0.479137266420121
129.459276	217.023567638483	0.442337089778779
129.673968	217.383474052477	0.409684200622352
129.88866	217.743380466471	0.390772835344638
130.103352	218.103286880465	0.215644316473239
130.318044	218.463193294459	0.0393258206474251
130.532736	218.823099708454	-0.0583091600297188
130.747428	219.183006122448	-0.0969300754274549
130.96212	219.542912536442	-0.350200143782271
131.176812	219.902818950436	-0.440051913086783
131.391504	220.26272536443	-0.531881730158996
131.606196	220.622631778424	-0.623699787750179
131.820888	220.982538192419	-0.666710682395841
132.03558	221.342444606413	-0.712100247898014
132.250272	221.702351020407	-0.746291142807926
132.464964	222.062257434401	-0.772180987475926
132.679656	222.422163848395	-0.800526945705533
132.894348	222.782070262389	-0.810058459980057
133.10904	223.141976676384	-0.829120017722549
133.323732	223.501883090378	-0.834316224952593
133.538424	223.861789504372	-0.84839874430613
133.753116	224.221695918366	-0.858058762685175
133.967808	224.58160233236	-0.866895016770166
134.1825	224.941508746354	-0.872512576975381
134.397192	225.301415160349	-0.878233682185284
134.611884	225.661321574343	-0.884057511385115
134.826576	226.021227988337	-0.889983232763409
135.041268	226.381134402331	-0.890365254782451
135.25596	226.741040816325	-0.888535560622927
135.470652	227.100947230319	-0.894738811994515
135.685344	227.460853644314	-0.900717732551545
135.900036	227.820760058308	-0.901265745977953
136.114728	228.180666472302	-0.903387478264227
136.32942	228.540572886296	-0.905592273683642
136.544112	228.90047930029	-0.907879835263865
136.758804	229.260385714284	-0.909258652183078
136.973496	229.620292128278	-0.905515670651435
137.188188	229.980198542273	-0.907506586121697
137.40288	230.340104956267	-0.912114378951384
137.617572	230.700011370261	-0.910520761412826
137.832264	231.059917784255	-0.913520429123792
138.046956	231.419824198249	-0.916542615802081
138.261648	231.779730612244	-0.919587272641744
138.47634	232.139637026238	-0.915964054513957
138.691032	232.499543440232	-0.909225163182267
138.905724	232.859449854226	-0.902454235356276
139.120416	233.21935626822	-0.900150168010702
139.335108	233.579262682214	-0.894356675599744
139.5498	233.939169096209	-0.896990024526942
139.764492	234.299075510203	-0.899734238385109
139.979184	234.658981924197	-0.894193732616221
140.193876	235.018888338191	-0.892407439440955
140.408568	235.378794752185	-0.890603941879598
140.62326	235.738701166179	-0.888538240090867
