"Distance [mm]"	"Flux_Lines []"
61.616604	0.000122142406103634
61.831296	0.000318105467904384
62.045988	0.000513662602934733
62.26068	0.000709881977070411
62.475372	0.000906678598587363
62.690064	0.00110362337564603
62.904756	0.00129979825429883
63.119448	0.00149520928426673
63.33414	0.00168986538747368
63.548832	0.00188463157338542
63.763524	0.00207831871497956
63.978216	0.00227081175229295
64.192908	0.00246326077994947
64.4076	0.00265534256911439
64.622292	0.00284651275746513
64.836984	0.00303688213134228
65.051676	0.00322647043086706
65.266368	0.00341525435876843
65.48106	0.00360220250510468
65.695752	0.00378706525661226
65.910444	0.00397042282365321
66.125136	0.00415201984762905
66.339828	0.00433049622756879
66.55452	0.00450582658481307
66.769212	0.00467804697132034
66.983904	0.00484719439805743
67.198596	0.00501018722061106
67.413288	0.00516575170140813
67.62798	0.00531302056995828
67.842672	0.00545094886322257
68.057364	0.00557146046192063
68.272056	0.00568252362078901
68.486748	0.00576768201342905
68.70144	0.00582297109542359
68.916132	0.00584545292659965
69.130824	0.00583940389806585
69.345516	0.00580696591933214
69.560208	0.00574357856411551
69.7749	0.00563966557028901
69.989592	0.005520390852241
70.204284	0.00539527593883393
70.418976	0.00524184504258753
70.633668	0.00508493814739631
70.84836	0.00494172298261298
71.063052	0.00480255707623286
71.277744	0.00466803522797063
71.492436	0.00453696123038641
71.707128	0.00440361971910728
71.92182	0.00426823675571425
72.136512	0.00412472093482016
72.351204	0.00397149959913499
72.565896	0.00379925052090515
72.780588	0.00361673071633785
72.99528	0.00342500559329397
73.209972	0.0032305066611353
73.424664	0.00303555199176842
73.639356	0.00284107460890344
73.854048	0.00264677581222556
74.06874	0.00245460331741907
74.283432	0.00226412515207793
74.498124	0.00207303086561211
74.712816	0.00188155236542688
74.927508	0.00168970448286858
75.1422	0.00149705087402104
75.356892	0.00130398810829116
75.571584	0.00111124201825671
75.786276	0.00091751695203564
76.000968	0.000723085361281694
76.21566	0.000528107129697458
76.430352	0.00033167930239247
76.645044	0.000134369254379322
76.859736	-6.23464668136705E-05
77.074428	-0.000258474099503597
77.28912	-0.000454019967040858
77.503812	-0.000649591916450277
77.718504	-0.000844417378840442
77.933196	-0.0010386610862821
78.147888	-0.00123365244502984
78.36258	-0.00142872423572562
78.577272	-0.00162311000011135
78.791964	-0.0018169556354308
79.006656	-0.00201027863182484
79.221348	-0.00220320498006566
79.43604	-0.00239525693739248
79.650732	-0.00258610054049901
79.865424	-0.00277690586847824
80.080116	-0.00296798283240759
80.294808	-0.0031578125552285
80.5095	-0.00334616518738467
80.724192	-0.00353306273014687
80.938884	-0.00371853545642902
81.153576	-0.00390237044310339
81.368268	-0.0040841417372961
81.58296	-0.00426247689121283
81.797652	-0.00443970536870764
82.012344	-0.00461277933569327
82.227036	-0.00478295713277227
82.441728	-0.0049474406603117
82.65642	-0.00510616043619948
82.871112	-0.00525803006116644
83.085804	-0.00539853096083795
83.300496	-0.00552849996462147
83.515188	-0.00564000861090252
83.72988	-0.00573009656369088
83.944572	-0.00579785511698479
84.159264	-0.00582358361955825
