"Distance [mm]"	"Flux_Lines []"
204.816168	-0.00459845174625591
205.03086	-0.00477092219193051
205.245552	-0.00493799785477004
205.460244	-0.00509920429534419
205.674936	-0.0052516595462315
205.889628	-0.00539274136305366
206.10432	-0.00552080525592348
206.319012	-0.00563630928802435
206.533704	-0.00572522778907292
206.748396	-0.0057890615976949
206.963088	-0.00581635217001137
207.17778	-0.00581799769143311
207.392472	-0.00579236632119332
207.607164	-0.00573893614668435
207.821856	-0.00564398301777245
208.036548	-0.00554097614648619
208.25124	-0.00541671781275145
208.465932	-0.00527608524203977
208.680624	-0.00512499557326881
208.895316	-0.0049680660305602
209.110008	-0.00480445838934091
209.3247	-0.00463347914880278
209.539392	-0.00445558597196053
209.754084	-0.00427586891106266
209.968776	-0.00409439771448818
210.183468	-0.00391010151169302
210.39816	-0.0037241978110529
210.612852	-0.00353815078715802
210.827544	-0.00335115249945738
211.042236	-0.00316407706683455
211.256928	-0.00297690877086348
211.47162	-0.00278937593104188
211.686312	-0.00260206998858012
211.901004	-0.00241392859510467
212.115696	-0.00222597688911329
212.330388	-0.00203476393591692
212.54508	-0.00184241673182443
212.759772	-0.00164789421510969
212.974464	-0.00144914610726255
213.189156	-0.00124944275237916
213.403848	-0.00105193677539465
213.61854	-0.000855357431469678
213.833232	-0.000661909404779392
214.047924	-0.000492662918589575
214.262616	-0.00033356680683654
214.477308	-0.000184008455792207
214.692	-3.84952542814839E-05
