"Time [ns]"	"NodeVoltage(Ivca1) [mV]"	"NodeVoltage(Ivca2) [mV]"	"NodeVoltage(Ivcb1) [mV]"	"NodeVoltage(Ivcb2) [mV]"	"NodeVoltage(Ivcc1) [mV]"	"NodeVoltage(Ivcc2) [mV]"
54816000.0000005	-1000	-1000	1000	-1000	-1000	1000
54930200.0000005	-1000	1000	1000	-1000	-1000	-1000
55044400.0000005	-1000	1000	1000	-1000	-1000	-1000
55158600.0000005	-1000	1000	1000	-1000	-1000	-1000
55272800.0000005	-1000	1000	1000	-1000	-1000	-1000
55387000.0000005	-1000	1000	1000	-1000	-1000	-1000
55501200.0000005	-1000	1000	1000	-1000	-1000	-1000
55615400.0000005	-1000	1000	1000	-1000	-1000	-1000
55729600.0000005	-1000	1000	-1000	-1000	1000	-1000
55843800.0000005	-1000	1000	-1000	-1000	1000	-1000
55958000.0000005	-1000	1000	-1000	-1000	1000	-1000
56072200.0000005	-1000	1000	-1000	-1000	1000	-1000
56186400.0000005	-1000	1000	-1000	-1000	1000	-1000
56300600.0000005	-1000	1000	-1000	-1000	1000	-1000
56414800.0000005	-1000	1000	-1000	-1000	1000	-1000
56529000.0000005	-1000	-1000	-1000	1000	1000	-1000
56643200.0000005	-1000	-1000	-1000	1000	1000	-1000
56757400.0000005	-1000	-1000	-1000	1000	1000	-1000
56871600.0000005	-1000	-1000	-1000	1000	1000	-1000
56985800.0000005	-1000	-1000	-1000	1000	1000	-1000
57100000	-1000	-1000	-1000	1000	1000	-1000
57214199.9999995	-1000	-1000	-1000	1000	1000	-1000
57328399.9999995	-1000	-1000	-1000	1000	1000	-1000
57442599.9999995	1000	-1000	-1000	1000	-1000	-1000
57556799.9999995	1000	-1000	-1000	1000	-1000	-1000
57670999.9999995	1000	-1000	-1000	1000	-1000	-1000
57785199.9999995	1000	-1000	-1000	1000	-1000	-1000
57899399.9999995	1000	-1000	-1000	1000	-1000	-1000
58013599.9999995	1000	-1000	-1000	1000	-1000	-1000
58127799.9999995	1000	-1000	-1000	1000	-1000	-1000
58241999.9999995	1000	-1000	-1000	-1000	-1000	1000
58356199.9999995	1000	-1000	-1000	-1000	-1000	1000
58470399.9999995	1000	-1000	-1000	-1000	-1000	1000
58584599.9999995	1000	-1000	-1000	-1000	-1000	1000
58698799.9999995	1000	-1000	-1000	-1000	-1000	1000
58812999.9999995	1000	-1000	-1000	-1000	-1000	1000
58927199.9999995	1000	-1000	-1000	-1000	-1000	1000
59041399.9999995	1000	-1000	-1000	-1000	-1000	1000
59155599.9999995	-1000	-1000	1000	-1000	-1000	1000
59269799.9999995	-1000	-1000	1000	-1000	-1000	1000
59383999.9999995	-1000	-1000	1000	-1000	-1000	1000
59498199.9999995	-1000	-1000	1000	-1000	-1000	1000
59612399.9999995	-1000	-1000	1000	-1000	-1000	1000
59726599.9999995	-1000	-1000	1000	-1000	-1000	1000
59840799.9999995	-1000	-1000	1000	-1000	-1000	1000
59954999.9999995	-1000	1000	1000	-1000	-1000	-1000
60069199.9999995	-1000	1000	1000	-1000	-1000	-1000
60183399.9999995	-1000	1000	1000	-1000	-1000	-1000
60297599.9999995	-1000	1000	1000	-1000	-1000	-1000
60411799.9999995	-1000	1000	1000	-1000	-1000	-1000
60525999.9999995	-1000	1000	1000	-1000	-1000	-1000
60640199.9999995	-1000	1000	1000	-1000	-1000	-1000
60754399.9999995	-1000	1000	1000	-1000	-1000	-1000
60868599.9999995	-1000	1000	-1000	-1000	1000	-1000
60982799.9999995	-1000	1000	-1000	-1000	1000	-1000
61096999.9999995	-1000	1000	-1000	-1000	1000	-1000
61211199.9999995	-1000	1000	-1000	-1000	1000	-1000
61325399.9999995	-1000	1000	-1000	-1000	1000	-1000
61439599.9999995	-1000	1000	-1000	-1000	1000	-1000
61553799.9999995	-1000	1000	-1000	-1000	1000	-1000
61667999.9999995	-1000	-1000	-1000	1000	1000	-1000
61782199.9999995	-1000	-1000	-1000	1000	1000	-1000
61896399.9999995	-1000	-1000	-1000	1000	1000	-1000
62010599.9999995	-1000	-1000	-1000	1000	1000	-1000
62124799.9999995	-1000	-1000	-1000	1000	1000	-1000
62238999.9999996	-1000	-1000	-1000	1000	1000	-1000
62353199.9999996	-1000	-1000	-1000	1000	1000	-1000
62467399.9999996	1000	-1000	-1000	1000	-1000	-1000
62581599.9999996	1000	-1000	-1000	1000	-1000	-1000
62695799.9999996	1000	-1000	-1000	1000	-1000	-1000
62809999.9999995	1000	-1000	-1000	1000	-1000	-1000
62924199.9999995	1000	-1000	-1000	1000	-1000	-1000
63038399.9999995	1000	-1000	-1000	1000	-1000	-1000
63152599.9999995	1000	-1000	-1000	1000	-1000	-1000
63266799.9999995	1000	-1000	-1000	1000	-1000	-1000
63380999.9999995	1000	-1000	-1000	-1000	-1000	1000
63495199.9999995	1000	-1000	-1000	-1000	-1000	1000
63609399.9999995	1000	-1000	-1000	-1000	-1000	1000
63723599.9999995	1000	-1000	-1000	-1000	-1000	1000
63837799.9999995	1000	-1000	-1000	-1000	-1000	1000
63951999.9999995	1000	-1000	-1000	-1000	-1000	1000
64066199.9999995	1000	-1000	-1000	-1000	-1000	1000
64180399.9999995	-1000	-1000	1000	-1000	-1000	1000
64294599.9999995	-1000	-1000	1000	-1000	-1000	1000
64408799.9999995	-1000	-1000	1000	-1000	-1000	1000
64522999.9999995	-1000	-1000	1000	-1000	-1000	1000
64637199.9999995	-1000	-1000	1000	-1000	-1000	1000
64751399.9999995	-1000	-1000	1000	-1000	-1000	1000
64865599.9999995	-1000	-1000	1000	-1000	-1000	1000
64979799.9999994	-1000	-1000	1000	-1000	-1000	1000
65093999.9999994	-1000	1000	1000	-1000	-1000	-1000
65208199.9999994	-1000	1000	1000	-1000	-1000	-1000
65322399.9999994	-1000	1000	1000	-1000	-1000	-1000
65436599.9999994	-1000	1000	1000	-1000	-1000	-1000
65550799.9999994	-1000	1000	1000	-1000	-1000	-1000
65664999.9999994	-1000	1000	1000	-1000	-1000	-1000
65779199.9999994	-1000	1000	1000	-1000	-1000	-1000
65893399.9999994	-1000	1000	-1000	-1000	1000	-1000
66007599.9999994	-1000	1000	-1000	-1000	1000	-1000
66121799.9999994	-1000	1000	-1000	-1000	1000	-1000
66235999.9999994	-1000	1000	-1000	-1000	1000	-1000
66350199.9999994	-1000	1000	-1000	-1000	1000	-1000
66464399.9999994	-1000	1000	-1000	-1000	1000	-1000
66578599.9999994	-1000	1000	-1000	-1000	1000	-1000
66692799.9999994	-1000	-1000	-1000	1000	1000	-1000
66806999.9999994	-1000	-1000	-1000	1000	1000	-1000
66921199.9999994	-1000	-1000	-1000	1000	1000	-1000
67035399.9999994	-1000	-1000	-1000	1000	1000	-1000
67149599.9999994	-1000	-1000	-1000	1000	1000	-1000
67263799.9999993	-1000	-1000	-1000	1000	1000	-1000
67377999.9999993	-1000	-1000	-1000	1000	1000	-1000
67492199.9999993	-1000	-1000	-1000	1000	1000	-1000
67606399.9999993	1000	-1000	-1000	1000	-1000	-1000
67720599.9999993	1000	-1000	-1000	1000	-1000	-1000
67834799.9999993	1000	-1000	-1000	1000	-1000	-1000
67948999.9999993	1000	-1000	-1000	1000	-1000	-1000
68063199.9999993	1000	-1000	-1000	1000	-1000	-1000
68177399.9999993	1000	-1000	-1000	1000	-1000	-1000
68291599.9999993	1000	-1000	-1000	1000	-1000	-1000
68405799.9999993	1000	-1000	-1000	-1000	-1000	1000
68519999.9999993	1000	-1000	-1000	-1000	-1000	1000
68634199.9999993	1000	-1000	-1000	-1000	-1000	1000
68748399.9999993	1000	-1000	-1000	-1000	-1000	1000
68862599.9999993	1000	-1000	-1000	-1000	-1000	1000
68976799.9999993	1000	-1000	-1000	-1000	-1000	1000
69090999.9999993	1000	-1000	-1000	-1000	-1000	1000
69205199.9999993	1000	-1000	-1000	-1000	-1000	1000
69319399.9999993	-1000	-1000	1000	-1000	-1000	1000
69433599.9999992	-1000	-1000	1000	-1000	-1000	1000
69547799.9999992	-1000	-1000	1000	-1000	-1000	1000
69661999.9999992	-1000	-1000	1000	-1000	-1000	1000
69776199.9999992	-1000	-1000	1000	-1000	-1000	1000
69890399.9999992	-1000	-1000	1000	-1000	-1000	1000
70004599.9999992	-1000	-1000	1000	-1000	-1000	1000
70118799.9999992	-1000	1000	1000	-1000	-1000	-1000
70232999.9999992	-1000	1000	1000	-1000	-1000	-1000
70347199.9999992	-1000	1000	1000	-1000	-1000	-1000
70461399.9999992	-1000	1000	1000	-1000	-1000	-1000
70575599.9999992	-1000	1000	1000	-1000	-1000	-1000
70689799.9999992	-1000	1000	1000	-1000	-1000	-1000
70803999.9999992	-1000	1000	1000	-1000	-1000	-1000
70918199.9999992	-1000	1000	1000	-1000	-1000	-1000
71032399.9999992	-1000	1000	-1000	-1000	1000	-1000
71146599.9999992	-1000	1000	-1000	-1000	1000	-1000
71260799.9999992	-1000	1000	-1000	-1000	1000	-1000
71374999.9999992	-1000	1000	-1000	-1000	1000	-1000
71489199.9999992	-1000	1000	-1000	-1000	1000	-1000
71603399.9999992	-1000	1000	-1000	-1000	1000	-1000
71717599.9999991	-1000	1000	-1000	-1000	1000	-1000
71831799.9999991	-1000	-1000	-1000	1000	1000	-1000
71945999.9999991	-1000	-1000	-1000	1000	1000	-1000
72060199.9999991	-1000	-1000	-1000	1000	1000	-1000
72174399.9999991	-1000	-1000	-1000	1000	1000	-1000
72288599.9999991	-1000	-1000	-1000	1000	1000	-1000
72402799.9999991	-1000	-1000	-1000	1000	1000	-1000
72516999.9999991	-1000	-1000	-1000	1000	1000	-1000
72631199.9999991	1000	-1000	-1000	1000	-1000	-1000
72745399.9999991	1000	-1000	-1000	1000	-1000	-1000
72859599.9999991	1000	-1000	-1000	1000	-1000	-1000
72973799.9999991	1000	-1000	-1000	1000	-1000	-1000
73087999.9999991	1000	-1000	-1000	1000	-1000	-1000
73202199.9999991	1000	-1000	-1000	1000	-1000	-1000
73316399.9999991	1000	-1000	-1000	1000	-1000	-1000
73430599.9999991	1000	-1000	-1000	1000	-1000	-1000
73544799.9999991	1000	-1000	-1000	-1000	-1000	1000
73658999.9999991	1000	-1000	-1000	-1000	-1000	1000
73773199.9999991	1000	-1000	-1000	-1000	-1000	1000
73887399.999999	1000	-1000	-1000	-1000	-1000	1000
74001599.999999	1000	-1000	-1000	-1000	-1000	1000
74115799.999999	1000	-1000	-1000	-1000	-1000	1000
74229999.999999	1000	-1000	-1000	-1000	-1000	1000
74344199.999999	-1000	-1000	1000	-1000	-1000	1000
74458399.999999	-1000	-1000	1000	-1000	-1000	1000
74572599.999999	-1000	-1000	1000	-1000	-1000	1000
74686799.999999	-1000	-1000	1000	-1000	-1000	1000
74800999.999999	-1000	-1000	1000	-1000	-1000	1000
74915199.999999	-1000	-1000	1000	-1000	-1000	1000
75029399.999999	-1000	-1000	1000	-1000	-1000	1000
75143599.999999	-1000	-1000	1000	-1000	-1000	1000
75257799.999999	-1000	1000	1000	-1000	-1000	-1000
75371999.999999	-1000	1000	1000	-1000	-1000	-1000
75486199.999999	-1000	1000	1000	-1000	-1000	-1000
75600399.999999	-1000	1000	1000	-1000	-1000	-1000
75714599.999999	-1000	1000	1000	-1000	-1000	-1000
75828799.999999	-1000	1000	1000	-1000	-1000	-1000
75942999.999999	-1000	1000	1000	-1000	-1000	-1000
76057199.999999	-1000	1000	-1000	-1000	1000	-1000
76171399.9999989	-1000	1000	-1000	-1000	1000	-1000
76285599.9999989	-1000	1000	-1000	-1000	1000	-1000
76399799.9999989	-1000	1000	-1000	-1000	1000	-1000
76513999.9999989	-1000	1000	-1000	-1000	1000	-1000
76628199.9999989	-1000	1000	-1000	-1000	1000	-1000
76742399.9999989	-1000	1000	-1000	-1000	1000	-1000
76856599.9999989	-1000	-1000	-1000	1000	1000	-1000
76970799.9999989	-1000	-1000	-1000	1000	1000	-1000
77084999.9999989	-1000	-1000	-1000	1000	1000	-1000
77199199.9999989	-1000	-1000	-1000	1000	1000	-1000
77313399.9999989	-1000	-1000	-1000	1000	1000	-1000
77427599.9999989	-1000	-1000	-1000	1000	1000	-1000
77541799.9999989	-1000	-1000	-1000	1000	1000	-1000
77655999.9999989	-1000	-1000	-1000	1000	1000	-1000
77770199.9999989	1000	-1000	-1000	1000	-1000	-1000
77884399.9999989	1000	-1000	-1000	1000	-1000	-1000
77998599.9999989	1000	-1000	-1000	1000	-1000	-1000
78112799.9999989	1000	-1000	-1000	1000	-1000	-1000
78226999.9999989	1000	-1000	-1000	1000	-1000	-1000
78341199.9999988	1000	-1000	-1000	1000	-1000	-1000
78455399.9999988	1000	-1000	-1000	1000	-1000	-1000
78569599.9999988	1000	-1000	-1000	-1000	-1000	1000
78683799.9999988	1000	-1000	-1000	-1000	-1000	1000
78797999.9999988	1000	-1000	-1000	-1000	-1000	1000
78912199.9999988	1000	-1000	-1000	-1000	-1000	1000
79026399.9999988	1000	-1000	-1000	-1000	-1000	1000
79140599.9999988	1000	-1000	-1000	-1000	-1000	1000
79254799.9999988	1000	-1000	-1000	-1000	-1000	1000
79368999.9999988	1000	-1000	-1000	-1000	-1000	1000
79483199.9999988	-1000	-1000	1000	-1000	-1000	1000
79597399.9999988	-1000	-1000	1000	-1000	-1000	1000
79711599.9999988	-1000	-1000	1000	-1000	-1000	1000
79825799.9999988	-1000	-1000	1000	-1000	-1000	1000
79939999.9999988	-1000	-1000	1000	-1000	-1000	1000
80054199.9999988	-1000	-1000	1000	-1000	-1000	1000
80168399.9999988	-1000	-1000	1000	-1000	-1000	1000
80282599.9999988	-1000	1000	1000	-1000	-1000	-1000
80396799.9999988	-1000	1000	1000	-1000	-1000	-1000
80510999.9999988	-1000	1000	1000	-1000	-1000	-1000
80625199.9999987	-1000	1000	1000	-1000	-1000	-1000
80739399.9999987	-1000	1000	1000	-1000	-1000	-1000
80853599.9999987	-1000	1000	1000	-1000	-1000	-1000
80967799.9999987	-1000	1000	1000	-1000	-1000	-1000
81081999.9999987	-1000	1000	1000	-1000	-1000	-1000
81196199.9999987	-1000	1000	-1000	-1000	1000	-1000
81310399.9999987	-1000	1000	-1000	-1000	1000	-1000
81424599.9999987	-1000	1000	-1000	-1000	1000	-1000
81538799.9999987	-1000	1000	-1000	-1000	1000	-1000
81652999.9999987	-1000	1000	-1000	-1000	1000	-1000
81767199.9999987	-1000	1000	-1000	-1000	1000	-1000
81881399.9999987	-1000	1000	-1000	-1000	1000	-1000
81995599.9999987	-1000	-1000	-1000	1000	1000	-1000
82109799.9999987	-1000	-1000	-1000	1000	1000	-1000
82223999.9999987	-1000	-1000	-1000	1000	1000	-1000
82338199.9999987	-1000	-1000	-1000	1000	1000	-1000
82452399.9999987	-1000	-1000	-1000	1000	1000	-1000
82566599.9999987	-1000	-1000	-1000	1000	1000	-1000
82680799.9999987	-1000	-1000	-1000	1000	1000	-1000
82794999.9999986	1000	-1000	-1000	1000	-1000	-1000
82909199.9999986	1000	-1000	-1000	1000	-1000	-1000
83023399.9999986	1000	-1000	-1000	1000	-1000	-1000
83137599.9999986	1000	-1000	-1000	1000	-1000	-1000
83251799.9999986	1000	-1000	-1000	1000	-1000	-1000
83365999.9999986	1000	-1000	-1000	1000	-1000	-1000
83480199.9999986	1000	-1000	-1000	1000	-1000	-1000
83594399.9999986	1000	-1000	-1000	1000	-1000	-1000
83708599.9999986	1000	-1000	-1000	-1000	-1000	1000
83822799.9999986	1000	-1000	-1000	-1000	-1000	1000
83936999.9999986	1000	-1000	-1000	-1000	-1000	1000
84051199.9999986	1000	-1000	-1000	-1000	-1000	1000
84165399.9999986	1000	-1000	-1000	-1000	-1000	1000
84279599.9999986	1000	-1000	-1000	-1000	-1000	1000
84393799.9999986	1000	-1000	-1000	-1000	-1000	1000
84507999.9999986	-1000	-1000	1000	-1000	-1000	1000
84622199.9999986	-1000	-1000	1000	-1000	-1000	1000
84736399.9999986	-1000	-1000	1000	-1000	-1000	1000
84850599.9999986	-1000	-1000	1000	-1000	-1000	1000
84964799.9999985	-1000	-1000	1000	-1000	-1000	1000
85078999.9999985	-1000	-1000	1000	-1000	-1000	1000
85193199.9999985	-1000	-1000	1000	-1000	-1000	1000
85307399.9999985	-1000	-1000	1000	-1000	-1000	1000
85421599.9999985	-1000	1000	1000	-1000	-1000	-1000
85535799.9999985	-1000	1000	1000	-1000	-1000	-1000
85649999.9999985	-1000	1000	1000	-1000	-1000	-1000
85764199.9999985	-1000	1000	1000	-1000	-1000	-1000
85878399.9999985	-1000	1000	1000	-1000	-1000	-1000
85992599.9999985	-1000	1000	1000	-1000	-1000	-1000
86106799.9999985	-1000	1000	1000	-1000	-1000	-1000
86220999.9999985	-1000	1000	-1000	-1000	1000	-1000
86335199.9999985	-1000	1000	-1000	-1000	1000	-1000
86449399.9999985	-1000	1000	-1000	-1000	1000	-1000
86563599.9999985	-1000	1000	-1000	-1000	1000	-1000
86677799.9999985	-1000	1000	-1000	-1000	1000	-1000
86791999.9999985	-1000	1000	-1000	-1000	1000	-1000
86906199.9999985	-1000	1000	-1000	-1000	1000	-1000
87020399.9999985	-1000	-1000	-1000	1000	1000	-1000
87134599.9999985	-1000	-1000	-1000	1000	1000	-1000
87248799.9999984	-1000	-1000	-1000	1000	1000	-1000
87362999.9999984	-1000	-1000	-1000	1000	1000	-1000
87477199.9999984	-1000	-1000	-1000	1000	1000	-1000
87591399.9999984	-1000	-1000	-1000	1000	1000	-1000
87705599.9999984	-1000	-1000	-1000	1000	1000	-1000
87819799.9999984	-1000	-1000	-1000	1000	1000	-1000
87933999.9999984	1000	-1000	-1000	1000	-1000	-1000
88048199.9999984	1000	-1000	-1000	1000	-1000	-1000
88162399.9999984	1000	-1000	-1000	1000	-1000	-1000
88276599.9999984	1000	-1000	-1000	1000	-1000	-1000
88390799.9999984	1000	-1000	-1000	1000	-1000	-1000
88504999.9999984	1000	-1000	-1000	1000	-1000	-1000
88619199.9999984	1000	-1000	-1000	1000	-1000	-1000
88733399.9999984	1000	-1000	-1000	-1000	-1000	1000
88847599.9999984	1000	-1000	-1000	-1000	-1000	1000
88961799.9999984	1000	-1000	-1000	-1000	-1000	1000
89075999.9999984	1000	-1000	-1000	-1000	-1000	1000
89190199.9999984	1000	-1000	-1000	-1000	-1000	1000
89304399.9999984	1000	-1000	-1000	-1000	-1000	1000
89418599.9999983	1000	-1000	-1000	-1000	-1000	1000
89532799.9999983	1000	-1000	-1000	-1000	-1000	1000
89646999.9999983	-1000	-1000	1000	-1000	-1000	1000
89761199.9999983	-1000	-1000	1000	-1000	-1000	1000
89875399.9999983	-1000	-1000	1000	-1000	-1000	1000
89989599.9999983	-1000	-1000	1000	-1000	-1000	1000
90103799.9999983	-1000	-1000	1000	-1000	-1000	1000
90217999.9999983	-1000	-1000	1000	-1000	-1000	1000
90332199.9999983	-1000	-1000	1000	-1000	-1000	1000
90446399.9999983	-1000	1000	1000	-1000	-1000	-1000
90560599.9999983	-1000	1000	1000	-1000	-1000	-1000
90674799.9999983	-1000	1000	1000	-1000	-1000	-1000
90788999.9999983	-1000	1000	1000	-1000	-1000	-1000
90903199.9999983	-1000	1000	1000	-1000	-1000	-1000
91017399.9999983	-1000	1000	1000	-1000	-1000	-1000
91131599.9999983	-1000	1000	1000	-1000	-1000	-1000
91245799.9999983	-1000	1000	1000	-1000	-1000	-1000
91359999.9999983	-1000	1000	-1000	-1000	1000	-1000
91474199.9999983	-1000	1000	-1000	-1000	1000	-1000
91588399.9999983	-1000	1000	-1000	-1000	1000	-1000
91702599.9999982	-1000	1000	-1000	-1000	1000	-1000
91816799.9999982	-1000	1000	-1000	-1000	1000	-1000
91930999.9999982	-1000	1000	-1000	-1000	1000	-1000
92045199.9999982	-1000	1000	-1000	-1000	1000	-1000
92159399.9999982	-1000	-1000	-1000	1000	1000	-1000
92273599.9999982	-1000	-1000	-1000	1000	1000	-1000
92387799.9999982	-1000	-1000	-1000	1000	1000	-1000
92501999.9999982	-1000	-1000	-1000	1000	1000	-1000
92616199.9999982	-1000	-1000	-1000	1000	1000	-1000
92730399.9999982	-1000	-1000	-1000	1000	1000	-1000
92844599.9999982	-1000	-1000	-1000	1000	1000	-1000
92958799.9999982	1000	-1000	-1000	1000	-1000	-1000
93072999.9999982	1000	-1000	-1000	1000	-1000	-1000
93187199.9999982	1000	-1000	-1000	1000	-1000	-1000
93301399.9999982	1000	-1000	-1000	1000	-1000	-1000
93415599.9999982	1000	-1000	-1000	1000	-1000	-1000
93529799.9999982	1000	-1000	-1000	1000	-1000	-1000
93643999.9999982	1000	-1000	-1000	1000	-1000	-1000
93758199.9999982	1000	-1000	-1000	1000	-1000	-1000
93872399.9999981	1000	-1000	-1000	-1000	-1000	1000
93986599.9999981	1000	-1000	-1000	-1000	-1000	1000
94100799.9999981	1000	-1000	-1000	-1000	-1000	1000
94214999.9999981	1000	-1000	-1000	-1000	-1000	1000
94329199.9999981	1000	-1000	-1000	-1000	-1000	1000
94443399.9999981	1000	-1000	-1000	-1000	-1000	1000
94557599.9999981	1000	-1000	-1000	-1000	-1000	1000
94671799.9999981	-1000	-1000	1000	-1000	-1000	1000
94785999.9999981	-1000	-1000	1000	-1000	-1000	1000
94900199.9999981	-1000	-1000	1000	-1000	-1000	1000
95014399.9999981	-1000	-1000	1000	-1000	-1000	1000
95128599.9999981	-1000	-1000	1000	-1000	-1000	1000
95242799.9999981	-1000	-1000	1000	-1000	-1000	1000
95356999.9999981	-1000	-1000	1000	-1000	-1000	1000
95471199.9999981	-1000	-1000	1000	-1000	-1000	1000
95585399.9999981	-1000	1000	1000	-1000	-1000	-1000
95699599.9999981	-1000	1000	1000	-1000	-1000	-1000
95813799.9999981	-1000	1000	1000	-1000	-1000	-1000
95927999.9999981	-1000	1000	1000	-1000	-1000	-1000
96042199.9999981	-1000	1000	1000	-1000	-1000	-1000
96156399.999998	-1000	1000	1000	-1000	-1000	-1000
96270599.999998	-1000	1000	1000	-1000	-1000	-1000
96384799.999998	-1000	1000	-1000	-1000	1000	-1000
96498999.999998	-1000	1000	-1000	-1000	1000	-1000
96613199.999998	-1000	1000	-1000	-1000	1000	-1000
96727399.999998	-1000	1000	-1000	-1000	1000	-1000
96841599.999998	-1000	1000	-1000	-1000	1000	-1000
96955799.999998	-1000	1000	-1000	-1000	1000	-1000
97069999.999998	-1000	1000	-1000	-1000	1000	-1000
97184199.999998	-1000	-1000	-1000	1000	1000	-1000
97298399.999998	-1000	-1000	-1000	1000	1000	-1000
97412599.999998	-1000	-1000	-1000	1000	1000	-1000
97526799.999998	-1000	-1000	-1000	1000	1000	-1000
97640999.999998	-1000	-1000	-1000	1000	1000	-1000
97755199.999998	-1000	-1000	-1000	1000	1000	-1000
97869399.999998	-1000	-1000	-1000	1000	1000	-1000
97983599.999998	-1000	-1000	-1000	1000	1000	-1000
98097799.999998	1000	-1000	-1000	1000	-1000	-1000
98211999.999998	1000	-1000	-1000	1000	-1000	-1000
98326199.9999979	1000	-1000	-1000	1000	-1000	-1000
98440399.9999979	1000	-1000	-1000	1000	-1000	-1000
98554599.9999979	1000	-1000	-1000	1000	-1000	-1000
98668799.9999979	1000	-1000	-1000	1000	-1000	-1000
98782999.9999979	1000	-1000	-1000	1000	-1000	-1000
98897199.9999979	1000	-1000	-1000	-1000	-1000	1000
99011399.9999979	1000	-1000	-1000	-1000	-1000	1000
99125599.9999979	1000	-1000	-1000	-1000	-1000	1000
99239799.9999979	1000	-1000	-1000	-1000	-1000	1000
99353999.9999979	1000	-1000	-1000	-1000	-1000	1000
99468199.9999979	1000	-1000	-1000	-1000	-1000	1000
99582399.9999979	1000	-1000	-1000	-1000	-1000	1000
99696599.9999979	1000	-1000	-1000	-1000	-1000	1000
99810799.9999979	-1000	-1000	1000	-1000	-1000	1000
99924999.9999979	-1000	-1000	1000	-1000	-1000	1000
100039199.999998	-1000	-1000	1000	-1000	-1000	1000
100153399.999998	-1000	-1000	1000	-1000	-1000	1000
100267599.999998	-1000	-1000	1000	-1000	-1000	1000
100381799.999998	-1000	-1000	1000	-1000	-1000	1000
100495999.999998	-1000	-1000	1000	-1000	-1000	1000
100610199.999998	-1000	1000	1000	-1000	-1000	-1000
100724399.999998	-1000	1000	1000	-1000	-1000	-1000
100838599.999998	-1000	1000	1000	-1000	-1000	-1000
100952799.999998	-1000	1000	1000	-1000	-1000	-1000
101066999.999998	-1000	1000	1000	-1000	-1000	-1000
101181199.999998	-1000	1000	1000	-1000	-1000	-1000
101295399.999998	-1000	1000	1000	-1000	-1000	-1000
101409599.999998	-1000	1000	-1000	-1000	1000	-1000
101523799.999998	-1000	1000	-1000	-1000	1000	-1000
101637999.999998	-1000	1000	-1000	-1000	1000	-1000
101752199.999998	-1000	1000	-1000	-1000	1000	-1000
101866399.999998	-1000	1000	-1000	-1000	1000	-1000
101980599.999998	-1000	1000	-1000	-1000	1000	-1000
102094799.999998	-1000	1000	-1000	-1000	1000	-1000
102208999.999998	-1000	1000	-1000	-1000	1000	-1000
102323199.999998	-1000	-1000	-1000	1000	1000	-1000
102437399.999998	-1000	-1000	-1000	1000	1000	-1000
102551599.999998	-1000	-1000	-1000	1000	1000	-1000
102665799.999998	-1000	-1000	-1000	1000	1000	-1000
102779999.999998	-1000	-1000	-1000	1000	1000	-1000
102894199.999998	-1000	-1000	-1000	1000	1000	-1000
103008399.999998	-1000	-1000	-1000	1000	1000	-1000
103122599.999998	1000	-1000	-1000	1000	-1000	-1000
103236799.999998	1000	-1000	-1000	1000	-1000	-1000
103350999.999998	1000	-1000	-1000	1000	-1000	-1000
103465199.999998	1000	-1000	-1000	1000	-1000	-1000
103579399.999998	1000	-1000	-1000	1000	-1000	-1000
103693599.999998	1000	-1000	-1000	1000	-1000	-1000
103807799.999998	1000	-1000	-1000	1000	-1000	-1000
103921999.999998	1000	-1000	-1000	1000	-1000	-1000
104036199.999998	1000	-1000	-1000	-1000	-1000	1000
104150399.999998	1000	-1000	-1000	-1000	-1000	1000
104264599.999998	1000	-1000	-1000	-1000	-1000	1000
104378799.999998	1000	-1000	-1000	-1000	-1000	1000
104492999.999998	1000	-1000	-1000	-1000	-1000	1000
104607199.999998	1000	-1000	-1000	-1000	-1000	1000
104721399.999998	1000	-1000	-1000	-1000	-1000	1000
104835599.999998	-1000	-1000	1000	-1000	-1000	1000
104949799.999998	-1000	-1000	1000	-1000	-1000	1000
105063999.999998	-1000	-1000	1000	-1000	-1000	1000
105178199.999998	-1000	-1000	1000	-1000	-1000	1000
105292399.999998	-1000	-1000	1000	-1000	-1000	1000
105406599.999998	-1000	-1000	1000	-1000	-1000	1000
105520799.999998	-1000	-1000	1000	-1000	-1000	1000
105634999.999998	-1000	-1000	1000	-1000	-1000	1000
105749199.999998	-1000	1000	1000	-1000	-1000	-1000
105863399.999998	-1000	1000	1000	-1000	-1000	-1000
105977599.999998	-1000	1000	1000	-1000	-1000	-1000
106091799.999998	-1000	1000	1000	-1000	-1000	-1000
106205999.999998	-1000	1000	1000	-1000	-1000	-1000
106320199.999998	-1000	1000	1000	-1000	-1000	-1000
106434399.999998	-1000	1000	1000	-1000	-1000	-1000
106548599.999998	-1000	1000	-1000	-1000	1000	-1000
106662799.999998	-1000	1000	-1000	-1000	1000	-1000
106776999.999998	-1000	1000	-1000	-1000	1000	-1000
106891199.999998	-1000	1000	-1000	-1000	1000	-1000
107005399.999998	-1000	1000	-1000	-1000	1000	-1000
107119599.999998	-1000	1000	-1000	-1000	1000	-1000
107233799.999998	-1000	1000	-1000	-1000	1000	-1000
107347999.999998	-1000	-1000	-1000	1000	1000	-1000
107462199.999998	-1000	-1000	-1000	1000	1000	-1000
107576399.999998	-1000	-1000	-1000	1000	1000	-1000
107690599.999998	-1000	-1000	-1000	1000	1000	-1000
107804799.999998	-1000	-1000	-1000	1000	1000	-1000
