"Time [ms]"	"BranchCurrent(Vi_a) [A]"	"BranchCurrent(Vi_b) [A]"	"BranchCurrent(Vi_c) [A]"
42.5966000000003	0.0114813825568866	-0.0116490837760107	0.000167701219124138
42.7108000000003	0.0180841260136421	-0.0183786848586974	0.000294558845055259
42.8250000000003	0.0533175446884389	-0.0537240972999939	0.000406552611555012
42.9392000000003	0.13909853986868	-0.139609540052665	0.000511000183984506
43.0534000000003	0.0648953581472367	0.000149109836273198	-0.0650444679835099
43.1676000000003	0.0463089790964783	0.000163884028329335	-0.0464728631248076
43.2818000000003	0.0214660525206113	2.52437052552844E-05	-0.0214912962258666
43.3960000000003	-0.000396450567493531	-0.000105463403013203	0.000501913970506734
43.5102000000003	-0.00334052417500377	-0.000237619832791683	0.00357814400779545
43.6244000000003	0.0202069143523089	-0.000359370654202152	-0.0198475436981067
43.7386000000003	0.0827879776511598	-0.000465647200057229	-0.0823223304511026
43.8528000000003	0.202272188255372	-0.00056135318641724	-0.201710835068955
43.9670000000003	-1.68537584245565E-05	0.0808264158180274	-0.0808095620596028
44.0812000000003	-8.85012064988694E-05	0.0568494353678896	-0.0567609341613907
44.1954000000003	4.47389421819716E-05	0.0320543097261582	-0.0320990486683402
44.3096000000003	0.000179942007100388	0.0154475234399536	-0.015627465447054
44.4238000000003	0.000310311288009232	0.0133825094159646	-0.0136928207039738
44.5380000000003	0.000418195285745058	0.0539238612728718	-0.0543420565586168
44.6522000000003	0.000521884302656275	0.145780256969254	-0.14630214127191
44.7664000000003	-0.0650010496992834	0.0648733722705194	0.000127677428764031
44.8806000000003	-0.0451534503142657	0.0450012244350763	0.000152225879189366
44.9948000000003	-0.0198887103184824	0.0198731129642915	1.55973541909118E-05
45.1090000000003	-0.00315378486992058	0.00327577158847435	-0.00012198671855377
45.2232000000003	-0.00175204868769084	0.00200325119023657	-0.000251202502545732
45.3374000000003	0.000838974286996954	-0.000484548534432995	-0.000354425752563959
45.4516000000003	-0.0682230678260771	0.0686988980352356	-0.000475830209158437
45.5658000000004	-0.194892355464328	0.195462221594253	-0.000569866129924462
45.6800000000004	-0.0759886796270692	-1.04658338839769E-05	0.0759991454609531
45.7942000000004	-0.0509963513853759	-7.39198384970355E-05	0.051070271223873
