"Time [ns]"	"SolidLoss [mW]"	"CoreLoss [mW]"	"p_cu [W]"	"P_out [W]"
42825000.0000003	330.340619499012	20378.2202703242	0.0585524698605009	24.11062243783
42939200.0000003	456.535803257696	21635.1629495436	0.396939573374505	57.8971067956591
43053400.0000003	382.959848243848	18419.6094943161	0.0862794123433654	32.1072171029502
43167600.0000003	254.59769063186	18895.7079007325	0.0439896946896881	23.5955235193997
43281800.0000003	235.268115926841	18736.4539123535	0.00942966554483911	11.430460234201
43396000.0000003	241.239316147483	18767.9771994344	4.29457906374783E-06	-0.471354846776292
43510200.0000003	267.883517340185	19351.7343048058	0.000245470904380064	-1.83200606390785
43624400.0000003	308.691918598146	20076.5951082879	0.00820025743323556	8.90109249819321
43738600.0000003	384.816730843094	21066.3500256141	0.139309148693436	35.4008117355611
43852800.0000003	603.869872169497	22370.2312247198	0.833968497565828	78.5598612067626
43967000.0000003	505.54121202488	18233.5414365348	0.133504831904653	40.2819674664945
44081200.0000003	247.085153714581	18803.5001350005	0.0659565051616681	28.6063474348384
44195400.0000003	237.3227263199	18772.423625405	0.0210310195238403	15.3749583813293
44309600.0000003	251.565217157812	19040.2926823392	0.00493499308641461	7.67612112658863
44423800.0000003	273.150508702038	19419.0342891844	0.00374748176379311	6.35416166944423
44538000.0000003	336.033113540671	20541.9326937687	0.0598995918277649	24.3509912305936
44652200.0000003	477.426516179451	21850.06460438	0.435949146149649	59.6748514861347
44766400.0000003	389.941932170794	18380.2633887257	0.0861924875153617	31.3286741032499
44880600.0000003	249.882571650602	18888.3489235575	0.0415337473252772	22.6557496813542
44994800.0000003	239.332464866654	18744.1593413786	0.00807892696828089	9.21129952378357
45109000.0000003	247.255153440076	18951.5713429613	0.000211471414889314	0.904443101449274
45223200.0000003	270.59258504367	19415.1745098206	7.30300007042386E-05	0.870967957399085
45337400.0000003	274.02057339554	19391.5488429566	1.0876969710557E-05	-3.04749057290949
45451600.0000003	388.489457311851	21199.6378455817	0.0958038333300855	29.2355883578733
45565800.0000004	630.827189962689	22515.7241669235	0.778649894072017	74.4232902966785
45680000.0000004	482.370308706331	18246.2792724697	0.118042529441336	38.5202582064537
45794200.0000004	245.03504827795	18771.2406013024	0.0532339965191935	25.8216821947914
45908400.0000004	239.121469317643	18786.688709462	0.0143727990512704	13.0343443717008
46022600.0000004	253.53542422602	19044.9483858778	0.00288355968456813	5.6784792579655
46136800.0000004	265.6986766629	19227.6472974108	0.000310015247344174	1.39009693457251
46251000.0000004	343.387925429924	20667.6372003881	0.0510918477123342	21.5607784452717
46365200.0000004	495.492592686553	21930.7387762637	0.445144069315444	59.5489726747745
46479400.0000004	394.420035569588	18381.9107468698	0.080183759464709	31.5960358840322
46593600.0000004	247.432838169391	18848.0288567004	0.0356672306309951	20.7621424165244
46707800.0000004	239.267047948674	18785.6880234047	0.00548285080311016	8.15316676613398
46822000.0000004	249.891675911245	19027.3924925509	2.51615195267254E-05	0.939672504768128
46936200.0000004	272.616254646349	19468.068955508	0.000135027472057309	1.354818688902
47050400.0000004	313.619532236161	20153.189163097	0.0154216357817788	12.2342625073455
47164600.0000004	410.038997950159	21342.6070825048	0.209456638251578	42.2663788623966
47278800.0000004	686.23980415915	22681.0591179063	1.13340328205692	88.2339546047526
47393000.0000004	592.704231708686	18251.7737445042	0.175123836271522	46.1233317253836
47507200.0000004	245.99789724911	18759.5821513533	0.0902330052859403	33.7739850497634
47621400.0000004	240.265593552385	18797.2094587156	0.0356848699360156	21.5105515355131
47735600.0000004	256.028498199634	19101.9243350852	0.0161826224110781	12.9420807497385
47849800.0000004	290.674817609116	19748.676147439	0.0302503615695133	18.4555027972086
47964000.0000004	359.828267721764	20763.6755272847	0.158655399802501	39.0327441785529
48078200.0000004	534.263095329663	22065.8434938401	0.753809842600319	76.6991541563896
48192400.0000004	490.370733318405	18205.0552722846	0.129521057061114	39.8840304789931
48306600.0000004	246.664826986724	18781.3106952163	0.0657065302343442	30.0736880726756
48420800.0000004	237.622258586663	18766.0903468966	0.0190101437092931	15.0752672913451
48535000.0000004	247.816311072469	18945.1614602475	0.00236947913607146	5.02364909303057
48649200.0000004	276.200331262004	19556.1250022599	0.00410091065401136	6.38422552147287
48763400.0000004	322.839940819126	20316.7204490359	0.0395234990831169	19.8914149337703
48877600.0000004	433.634574123517	21547.8233432728	0.310633773382415	51.9961750167639
48991800.0000004	358.551588869745	18601.4903830412	0.0729558497362393	29.1677731264729
49106000.0000004	256.018628898382	19021.9484321326	0.0355383726216033	21.168207551896
49220200.0000004	237.060915651237	18802.8542753175	0.0054516817982762	8.00244118696131
49334400.0000004	244.529709973637	18963.5516245508	8.89362731664716E-05	-1.2700526234326
49448600.0000004	265.315519183741	19361.3561862755	0.00141504186390691	-4.3340206532342
49562800.0000004	302.473239652633	20046.5754103855	0.00271155724898479	5.13904664283762
49677000.0000004	370.994013174709	20984.8875965292	0.0958337309173424	29.5709391495554
49791200.0000004	569.432183431765	22324.4468253522	0.671651771345973	69.6809415783221
49905400.0000004	459.57262993106	18242.2901131619	0.109302199905929	36.3538704340352
50019600.0000004	245.701001124782	18787.7563329422	0.049501806049151	25.0987384889937
50133800.0000004	235.762157780796	18750.5778950739	0.0109263465232458	11.3899357620905
50248000.0000004	244.96510790523	18839.679387476	6.19636947720062E-06	-0.26007649367043
50362200.0000004	282.714798512617	19662.587143729	0.000934874121461132	2.77830776515238
50476400.0000004	327.778692612133	20419.7732733738	0.0362266398820831	18.9210651119251
50590600.0000004	455.565793377263	21691.5965141076	0.336629898359192	53.2477918490764
50704800.0000004	363.134621534793	18502.377305008	0.0711912709584395	29.1581863037916
50819000.0000004	252.023465535921	18936.2122888532	0.0313890144285307	19.4967877599896
50933200.0000004	239.06307991811	18778.208857251	0.00364548347564749	5.99845216556879
51047400.0000004	245.714495402578	18943.0285235212	0.000291181428413377	-2.37650549597605
51161600.0000004	267.824445151817	19359.5799318542	0.00111972698630783	-3.49704051649781
51275800.0000004	310.470618213072	20112.6871031147	0.00581669639725233	7.53350516423021
51390000.0000004	380.333313222233	21013.2193019138	0.128131491054606	34.0960600134516
51504200.0000004	605.628959746699	22363.1432998693	0.80610848920503	76.9641090952828
51618400.0000004	495.152401765692	18200.2870022497	0.125073750228929	39.1695420381736
51732600.0000004	245.434312037806	18758.3954654999	0.0573275491930629	26.7980596895915
51846800.0000004	237.913167113485	18767.1941807236	0.0149724435866948	13.2246500415327
51961000.0000005	250.534013410005	19012.06045983	0.00216559251767133	4.87249753759809
52075200.0000005	288.575127013795	19699.2254260946	0.00796044713908572	9.15546680923432
52189400.0000005	338.422575002434	20532.3054476928	0.0740288216684305	26.361435273902
52303600.0000005	480.502654028673	21811.7858759695	0.475071035075972	62.3260484257035
52417800.0000005	405.750193132427	18343.4328378289	0.0892611218811614	32.6776825692817
52532000.0000005	248.396685136663	18844.5534594854	0.0408390866519737	22.1735733317088
52646200.0000005	238.949053771703	18746.0753270944	0.00693109380359069	9.24462060508103
52760400.0000005	246.062586031148	18965.6539554028	6.43800744272297E-05	2.11663153631717
52874600.0000005	269.654107849276	19403.4267573412	1.91715167426902E-06	-0.110468252874138
52988800.0000005	314.638953622851	20146.760535266	0.0129075918106286	11.5835455512938
53103000.0000005	399.722589065746	21209.8855942917	0.182959471283023	40.2863777798206
53217200.0000005	656.334299878529	22549.3343303745	1.01699838122057	84.4215591324656
53331400.0000005	556.302028029525	18187.4620859906	0.154815994407636	44.239881800148
53445600.0000005	244.296744898893	18717.5987806954	0.0746501081537817	30.5763257528335
53559800.0000005	239.343692647959	18763.9394851247	0.0245069086171654	17.7434988178526
53674000.0000005	255.221664000168	19071.5424331174	0.00792801306114706	9.34131549775496
53788200.0000005	286.95414312478	19705.9960099144	0.01574389847241	13.3000739215287
53902400.0000005	351.98542726426	20705.3281593208	0.111223847728799	32.8466677403076
54016600.0000005	513.488222723739	21993.6004014466	0.617780935887398	70.2563070847759
54130800.0000005	446.638118419369	18273.6371088296	0.105261140635248	35.8813066197993
54245000.0000005	246.597221452979	18822.1262575608	0.0491355908944289	22.7044209635817
54359200.0000005	236.441232533193	18757.3822729674	0.00998764751601114	10.7247967657107
54473400.0000005	249.463694743403	18995.7130500566	0.000448831601829185	1.96634584101332
54587600.0000005	274.363273712261	19513.2693453948	0.000844661590040018	2.69887379180758
54701800.0000005	318.045751141027	20229.0749770348	0.0229843383681519	15.2638875797875
54816000.0000005	422.446866826742	21416.6699214983	0.246514657149508	45.2142479417444
54930200.0000005	708.788591840848	22739.0010481291	1.25428931058729	91.9277999627805
55044400.0000005	632.112256086113	18248.7727193973	0.191246469341677	49.366958829803
55158600.0000005	245.086843645352	18712.7765831614	0.0969872274885537	35.6794397721424
55272800.0000005	241.084835231652	18790.9063167442	0.0378769968715979	21.7955582042301
55387000.0000005	259.601349374136	19159.3554949162	0.017516918875041	14.5688095034281
55501200.0000005	292.989143667375	19829.6049510042	0.0346054786058381	19.4653166705979
55615400.0000005	367.003056199181	20884.1552175213	0.178755916743308	40.8708648193421
55729600.0000005	554.622301412737	22193.625442906	0.83048764982974	80.5912388695896
55843800.0000005	514.282755279328	18214.1369111687	0.136679863752422	40.9918113234303
55958000.0000005	247.89522176199	18819.7526377979	0.0656264807005681	28.8666351204026
56072200.0000005	236.897077760684	18782.9070761384	0.0177310288366569	14.1491502327855
56186400.0000005	248.323834869149	19003.2730572983	0.00179214608638516	4.64281047648017
56300600.0000005	280.842723416219	19662.9571144627	0.00395387489918612	5.44857689003113
56414800.0000005	325.516457997438	20407.1052572047	0.0445094187594459	21.2767296054869
56529000.0000005	445.452049733524	21683.6116653276	0.341794995908821	53.8314328554165
56643200.0000005	364.881128308874	18537.3542272616	0.0711690202497487	28.9842819652483
56757400.0000005	252.472937097845	18985.3602401183	0.0301163329622956	19.1332576632442
56871600.0000005	238.269620198737	18819.2246744767	0.00266539230595874	4.99023733402311
56985800.0000005	244.750077430699	18994.9330955032	0.00105805110928385	-4.08110479886188
57100000	266.101392710901	19397.6817841182	0.00317032963879822	-6.12191632887169
57214199.9999995	309.828333508976	20138.5059843429	0.00231740785233502	5.45899881177437
57328399.9999995	373.15218844837	21064.0071455707	0.100917313037038	30.3604613189314
57442599.9999995	592.498027648373	22401.7698854237	0.719185119577779	73.0496024160343
57556799.9999995	466.628051276074	18231.2493059291	0.106743763856281	36.3607966530732
57670999.9999995	244.601578891193	18766.3588204439	0.0430965804218938	23.1849974382335
57785199.9999995	237.272749184907	18764.6690135014	0.0076764419253375	10.0376291076774
57899399.9999995	253.876156429546	19125.2603788162	0.000622813360019872	2.43548942068726
58013599.9999995	288.101077754097	19727.9292546404	0.00399779780838783	6.66190896914666
58127799.9999995	334.694347653876	20521.8701591514	0.0568772122209253	22.6664342797232
58241999.9999995	476.352718909442	21803.8696957645	0.423131620552843	58.899274386575
58356199.9999995	388.783796738782	18380.1963250972	0.0764028109174581	30.9961552152452
58470399.9999995	247.23026724322	18835.9104723783	0.0308789107476674	19.2578822196864
58584599.9999995	238.099997723235	18743.027479282	0.0028013822948125	5.8079047591996
58698799.9999995	247.650296084756	18969.2270959363	0.000630575225173056	-3.27738574574136
58812999.9999995	268.026264508647	19397.8333605698	0.00131267287801067	-4.07265518740889
58927199.9999995	316.714382998792	20215.2466405158	0.00692687977466656	8.27212189229376
59041399.9999995	396.289874538669	21229.6952996763	0.153977665244412	36.8074174471094
59155599.9999995	652.362359257181	22556.7422913159	0.944597623096608	81.4694472224693
59269799.9999995	530.880365647021	18225.4281075736	0.13725751523628	41.1310441281681
59383999.9999995	244.180699214849	18740.8050049642	0.0610151243873745	27.5561810341502
59498199.9999995	238.091099813957	18776.336200889	0.0161684753820614	14.3861185733195
59612399.9999995	253.604323265722	19089.001511176	0.00300171378644248	5.18809455393745
59726599.9999995	261.9717095863	19183.3991887239	9.57329778419222E-06	-0.379408259045731
59840799.9999995	345.644567600915	20737.7055889372	0.0425604624089189	20.168267374629
59954999.9999995	507.836461567871	22053.9345198803	0.437365677337889	58.7522039201228
60069199.9999995	387.642616226169	18374.0253708167	0.0690857235934067	29.063895844595
60183399.9999995	243.680263730129	18803.5900418253	0.0244109073984775	18.1132946222781
60297599.9999995	236.799750248073	18764.5568805097	0.00114736392039709	3.22505514761463
60411799.9999995	251.705958171823	19057.0158213032	0.00168315920280386	-5.0128172341944
60525999.9999995	273.43541100824	19539.8006238239	0.00107997744943498	-4.55443104215818
60640199.9999995	324.797138892688	20390.3437485819	0.012238849423672	10.9905173609415
60754399.9999995	422.041417896643	21485.4297961823	0.208003410995629	41.8298127491562
60868599.9999995	715.140521190617	22802.1186935822	1.18193158667818	89.0738574061322
60982799.9999995	605.970862391041	18277.7837452833	0.173073288254574	47.1323537239057
61096999.9999995	243.374652263361	18744.2949691268	0.0825664486970735	32.8171429826315
61211199.9999995	239.84668756014	18805.1091838289	0.0285466471290364	18.921219146987
61325399.9999995	258.943369407304	19196.4719932388	0.0111011116040375	11.0046202582025
61439599.9999995	293.726337883484	19880.6712173168	0.0256026114984647	16.5563462004203
61553799.9999995	367.90934242441	20955.6254369658	0.161201069423566	38.7700767877763
61667999.9999995	564.604784351487	22289.0448079663	0.807704173295755	79.3297205568273
61782199.9999995	505.88404454363	18230.1469216097	0.127757486428738	39.5273565603509
61896399.9999995	246.876376602254	18823.7280114241	0.0580485852865796	27.0715452289895
62010599.9999995	235.88846803612	18800.4367023656	0.0131820416922253	12.1327399764247
62124799.9999995	243.776934756329	18877.7652718914	3.95670523824747E-06	-0.284833541706091
62238999.9999996	281.770721979149	19697.1637217348	0.000514960878156306	1.82263031373304
62353199.9999996	325.804090863643	20459.3314316306	0.0304894728788541	17.2373251724139
62467399.9999996	450.1287367636	21746.5343720792	0.309460098757506	50.9368950338989
62581599.9999996	352.975422791795	18577.6292377618	0.0609794984723647	26.61386195459
62695799.9999996	250.653732171728	18983.4947084187	0.0222201927880103	16.4250402993152
62809999.9999995	238.403158488918	18827.4639441015	0.00060196725392837	1.8903728636414
62924199.9999995	245.016253670437	19004.2447288498	0.00359714005237974	-7.45033556263943
63038399.9999995	266.154630476677	19438.825888081	0.00676112670806817	-9.02473891935174
63152599.9999995	309.411660249454	20210.5137371447	0.00054690330351798	-1.49487807855638
63266799.9999995	378.805314254984	21130.5947279966	0.0929857228149521	28.8940482722117
63380999.9999995	602.836665983469	22486.75455789	0.71411028221684	72.2849847750115
63495199.9999995	463.726264859801	18238.8688032858	0.102060856023868	35.7694815382637
63609399.9999995	243.605531268725	18765.0477760382	0.0390328472470022	22.0630135206369
63723599.9999995	236.927473814298	18789.6893556466	0.0054902451289035	7.66711028327938
63837799.9999995	255.875473497517	19172.4965397179	0.000177999385870443	1.1388490301819
63951999.9999995	289.541377448775	19789.6664211889	0.00317722839123903	5.57354837934734
64066199.9999995	338.858402520849	20632.0144047468	0.0577897103778156	23.2732094369197
64180399.9999995	483.270446920345	21917.3502005586	0.436945913152821	59.5476265688546
64294599.9999995	391.760034271151	18405.1414851538	0.075000175598246	30.5110226608615
64408799.9999995	245.925837879575	18872.6600647292	0.0283569698812424	18.6780116591621
64522999.9999995	238.448499033298	18780.8516006184	0.00185800447126851	4.62557078415254
64637199.9999995	247.555380759117	19009.2463603491	0.00126912852963531	-3.42428694114838
64751399.9999995	268.732654938076	19473.4062971573	0.00187796082070503	-4.73239614286293
64865599.9999995	319.150905977524	20292.6836194277	0.0067021323230889	8.07552999338631
64979799.9999994	403.076416861362	21312.2187928825	0.161945859654688	37.3294859429746
65093999.9999994	670.570202985159	22666.6934455111	0.991674181397642	82.9287377575853
65208199.9999994	546.374075791946	18243.8588827791	0.141482482641019	41.3290496915068
65322399.9999994	242.865996597052	18742.6127778264	0.0613439356976064	27.8099162406994
65436599.9999994	239.092910548696	18806.9501780707	0.015976551809272	14.5245394649551
65550799.9999994	254.817074156747	19141.908580296	0.00310221908770421	5.01664124860969
65664999.9999994	261.477525931568	19206.8071273465	1.00653543181437E-05	-0.411577533583615
65779199.9999994	350.054985467874	20842.693044065	0.0471801826561681	21.1973525863317
65893399.9999994	520.002935495414	22162.1656355016	0.470006669569924	60.5061123478704
66007599.9999994	395.908422927271	18387.5748604491	0.0704004466259131	29.2431181820014
66121799.9999994	244.403812945361	18830.3696399727	0.0239847575955445	18.3907519051956
66235999.9999994	234.730382104907	18807.0882014282	0.000805680981124637	2.60753874207054
66350199.9999994	251.764787697222	19104.162860098	0.0020942151130483	-5.58978658410654
66464399.9999994	276.11586638301	19619.2657440482	0.00107733579950029	-4.27942446268522
66578599.9999994	327.297588079119	20474.7644468054	0.0139536653892162	11.6443851272118
66692799.9999994	433.199866896387	21601.0538133748	0.228136723534836	44.2588170162988
66806999.9999994	330.058502834295	18699.2457491399	0.0488188456791602	24.0322864352244
66921199.9999994	253.659705890341	19000.9686054761	0.0167701227464286	14.458658955016
67035399.9999994	235.455357385126	18805.0694555019	5.82870239592163E-05	0.431335569400581
67149599.9999994	244.551047720192	18984.1402393802	0.00661225497363683	-9.39450575861513
67263799.9999993	264.678794597279	19384.3541120545	0.0124971958626297	-12.306461294984
67377999.9999993	303.208161255789	20091.5277693985	0.000420069927990793	-2.58632690954944
67492199.9999993	371.191938049183	21052.1341699296	0.0580678120341506	22.8555412876987
67606399.9999993	572.065461730431	22376.6010159793	0.573554197582977	64.2302837770598
67720599.9999993	422.976261526639	18295.0797131372	0.0825902992704303	31.6915747750831
67834799.9999993	243.553998474773	18788.9254786599	0.0287877829756172	19.0516802828674
67948999.9999993	235.110779127006	18755.9647191196	0.00220162930870314	5.01463170226895
68063199.9999993	255.435399006922	19123.4728272637	0.000360837183169287	-2.21207519349034
68177399.9999993	285.130415933374	19689.5404787733	0.000158848397026127	1.1769011746914
68291599.9999993	330.162445318137	20460.8019907819	0.0319139007835656	17.8337225273494
68405799.9999993	464.321881632691	21753.0715807928	0.334216864405446	52.5300235500131
68519999.9999993	357.888029884304	18450.7908124298	0.0617532142807691	27.0666629260156
68634199.9999993	248.466741094266	18867.6858075881	0.0220571523592347	16.1876230633888
68748399.9999993	237.780005189694	18747.1268855602	0.000592953283534354	2.17378253636202
68862599.9999993	246.771506425092	18949.3675796401	0.00330220797056255	-6.96864388308448
68976799.9999993	268.216666942846	19396.3043998185	0.00533927480405037	-7.98219377388404
69090999.9999993	313.725111343724	20183.4678081375	0.00178196061223383	4.13071895564966
69205199.9999993	388.314561861695	21156.1370957825	0.115711229420798	32.3324291022892
69319399.9999993	629.550498589262	22491.8808057484	0.815115657853591	76.394279104731
69433599.9999992	492.708127534696	18221.6219407312	0.116470010391699	37.6194386377051
69547799.9999992	243.414128967899	18745.5382801352	0.0472074293363859	24.3472626941583
69661999.9999992	238.036579661131	18771.9855981871	0.00905876891130602	10.6229288854942
69776199.9999992	256.73915186991	19173.4650116851	0.00138779757776038	3.78990810309185
69890399.9999992	291.81008827188	19809.4539820268	0.00716531466032983	8.47428611768804
70004599.9999992	346.362202875795	20686.9200452814	0.0815659606689955	27.1596363416361
70118799.9999992	495.67062549779	21941.8202571026	0.517184441684475	64.2913962153732
70232999.9999992	415.716846396038	18320.8740762183	0.0857644052707738	32.5144893218937
70347199.9999992	245.880017727039	18822.41096421	0.0343941823013829	20.4053198612632
70461399.9999992	237.772449076033	18765.3854353211	0.00345719198342756	6.47763926752992
70575599.9999992	249.864071650226	19029.4224363578	0.000369713790789638	-1.35456768320539
70689799.9999992	271.220981238807	19505.3069458501	0.00036172688973503	-2.26028054782593
70803999.9999992	322.204299429962	20350.3672153394	0.0131789388705697	11.2524596625798
70918199.9999992	414.012855361202	21424.304475225	0.202331235683083	41.552153658895
71032399.9999992	696.328911956526	22783.2923018491	1.13159490195991	87.7545035079993
71146599.9999992	590.14363243837	18286.3376964912	0.163402047889567	45.4434087085462
71260799.9999992	244.394274169267	18763.9281542132	0.0749929757972256	30.6627924932541
71374999.9999992	239.887993470543	18821.3883428916	0.0234305899743768	17.3167922037984
71489199.9999992	258.475553627478	19169.9107136179	0.0081304031626933	9.28926302813764
71603399.9999992	287.381023328836	19832.7555061397	0.017701074221456	14.2335310922461
71717599.9999991	362.31581770854	20899.0427948214	0.133122163500865	35.6763969501845
71831799.9999991	545.63680584853	22209.7056349881	0.716213637703535	74.020623106932
71945999.9999991	474.103294650057	18264.7229397401	0.110140860715648	36.8800838355598
72060199.9999991	245.354787085694	18827.5074023278	0.0462735312986027	22.8891609766068
72174399.9999991	235.705186347841	18810.5687660449	0.00755696415768005	9.36759367140534
72288599.9999991	253.194870598962	19132.1227093137	0.00014146377174435	0.880354694140783
72402799.9999991	278.462923929798	19658.6356487129	0.000851115856610631	2.83854536335078
72516999.9999991	324.426085035214	20438.6470147544	0.0294223267372288	17.0657287474757
72631199.9999991	444.287884579636	21703.8505229925	0.296121143849176	49.8191692027926
72745399.9999991	350.439380007116	18601.2179262362	0.0586293323482052	26.4579984969685
72859599.9999991	251.56074485838	18983.0853529615	0.0206488717882504	16.0566902839655
72973799.9999991	235.740426447544	18795.9994621152	0.00035063073412527	3.06210394524091
73087999.9999991	244.225258085373	18976.4769540149	0.00476313969668377	-8.08466170416169
73202199.9999991	265.42464292074	19416.3523835931	0.00906945398408694	-10.3154257549246
73316399.9999991	305.893558897318	20149.8173862249	8.42682200349553E-06	-0.631796484755968
73430599.9999991	379.992637527998	21133.5987846241	0.0780905534369444	26.3784225143776
73544799.9999991	596.196227778395	22455.1331944056	0.663024099026899	70.0623480123086
73658999.9999991	448.412523221633	18267.255482354	0.0927734380028489	33.6798502800369
73773199.9999991	243.433443773961	18775.8508348288	0.0334617717949351	20.3353550418804
73887399.999999	234.999091597225	18787.45892798	0.00348471538429296	5.58335789954609
74001599.999999	256.055164077683	19179.0584073905	2.77995732405204E-05	-0.752965769695598
74115799.999999	288.115919017434	19788.5148439475	0.0011031968993294	3.27410538982302
74229999.999999	335.795660856012	20615.1587711685	0.04520698827538	21.0344630523332
74344199.999999	481.104776352692	21932.7750394064	0.397054722811903	56.9510761810783
74458399.999999	372.758641730558	18432.3812660041	0.0673008468391682	28.4341582021886
74572599.999999	246.892808312013	18903.1680562149	0.023993722796615	16.9155299334765
74686799.999999	237.106725627926	18798.0315942965	0.000776244349443803	2.39329531668323
74800999.999999	247.357067611512	19014.8181655801	0.00273898850195619	-6.47388264723422
74915199.999999	270.194524336113	19509.7721912727	0.00395338989802497	-7.00021392699147
75029399.999999	318.158768232329	20307.2938003907	0.00369373707816801	6.38609775006007
75143599.999999	400.221027833777	21325.2335295338	0.142202148470874	35.2090476926799
75257799.999999	661.949358085903	22664.1185693908	0.930400049791815	80.9155205669672
75371999.999999	524.616787480572	18242.775127621	0.131071120884316	40.1300379419794
75486199.999999	243.653732678896	18757.2445546628	0.0543658498019347	26.1301537549136
75600399.999999	238.791248042409	18817.59542945	0.0121448053772377	12.3759064597966
75714599.999999	247.505210531135	18996.7953372357	0.000166048382682586	0.726554423888805
75828799.999999	294.994725666318	19938.9048671785	0.0052913531042234	7.43132635394359
75942999.999999	352.240713972219	20847.7674865051	0.0833121790245077	26.9006350032236
76057199.999999	519.785381783103	22120.1762714074	0.561009538621823	66.3846722220565
76171399.9999989	426.785809307831	18341.4038841456	0.087584153618421	32.7785128264916
76285599.9999989	242.826411405225	18852.497275893	0.0332659563071124	20.4828859774334
76399799.9999989	237.828172558222	18818.3681682863	0.00294213728098282	6.01843610731187
76513999.9999989	251.246179058373	19119.9113909276	0.000569411636312019	-3.27376080875907
76628199.9999989	275.89073404988	19621.9059397501	0.000177131492148778	-1.75549450507309
76742399.9999989	316.338533810961	20319.2834956515	0.0113739981274189	10.7708664187946
76856599.9999989	428.927458279905	21613.7445444706	0.215885182379738	43.0648301399569
76970799.9999989	329.069335325541	18761.6060451688	0.0466598243070778	23.4296158651727
77084999.9999989	253.12219156062	19034.8939097182	0.015195577183329	13.4106058261043
77199199.9999989	235.69610925615	18833.6059728861	3.55740892792223E-08	-0.528294603853766
77313399.9999989	245.217790030608	19016.6251169405	0.00820696379409996	-10.4375348435535
77427599.9999989	263.515316865531	19394.6201779834	0.0146654533149007	-14.4211902824472
77541799.9999989	301.052981478004	20082.3582564451	0.00114104606787796	-3.89965148529336
77655999.9999989	368.446345875232	21040.847053424	0.0500579591745837	21.7180530418919
77770199.9999989	567.522086364653	22352.0247792525	0.543157745664732	63.239136355846
77884399.9999989	413.359711839986	18324.930502041	0.0754919796407689	30.4079681486764
77998599.9999989	243.098937982664	18799.5277809208	0.0241023378234874	17.4841965483583
78112799.9999989	234.827043787136	18769.1439899648	0.000963777436562834	3.08240518544766
78226999.9999989	255.350905580153	19136.2065530765	0.00122829204003791	-4.42353700485589
78341199.9999988	283.23065850981	19700.5786230669	7.36091268868563E-06	-2.55055105440343
78455399.9999988	327.774808105392	20446.741216023	0.0250980222521466	15.6670024729787
78569599.9999988	461.068525120307	21744.0032360069	0.308143915315926	50.8196922303884
78683799.9999988	351.29389168777	18489.9887885407	0.0563075360526967	25.9221499172739
78797999.9999988	249.504248021878	18872.3510480042	0.0185088079269826	15.3367491623512
78912199.9999988	235.621477815141	18750.415153098	0.000123451811131735	1.26843558442605
79026399.9999988	247.194914072764	18945.0189446492	0.00514991249440114	-8.45317776378009
79140599.9999988	268.101917559363	19399.0578343127	0.00766117942445712	-9.47025773491505
79254799.9999988	311.075306086267	20172.2325119131	0.000591029736266935	1.84044036207307
79368999.9999988	389.990129089382	21178.3604986548	0.10312071081612	30.2290616133005
79483199.9999988	628.213950462923	22506.1690187106	0.780760153412184	74.8811765576795
79597399.9999988	481.550251456685	18234.308635432	0.10906198564225	36.8535852238631
79711599.9999988	243.333428805935	18741.613650135	0.0421346158947675	22.8225621903453
79825799.9999988	236.879761948506	18743.41021702	0.00705472547914705	8.15299273401935
79939999.9999988	255.407306561405	19178.1700073124	0.000617565889734534	2.53629624339636
80054199.9999988	291.936836111136	19809.8951984615	0.00523197697561988	7.75171276446394
80168399.9999988	344.108878281468	20659.6021074597	0.0726864734021497	26.2825912826133
80282599.9999988	502.747548448877	21985.7980390942	0.501446725502359	63.2743664257409
80396799.9999988	407.279385269981	18318.4680998094	0.0816187294987009	31.1606190827164
80510999.9999988	245.716780385103	18814.2553866933	0.0313548575313293	19.8790359229459
80625199.9999987	237.653390315984	18750.4816104129	0.00253309595776629	5.11393614380578
80739399.9999987	248.905029867527	19015.5102501556	0.00082169788340334	-3.78814035955994
80853599.9999987	272.531433049162	19511.0136523799	0.000875287958892297	-3.41359807509364
80967799.9999987	322.272746358824	20347.4389715659	0.0110666259180382	10.0213796714818
81081999.9999987	414.58171306007	21416.0382182554	0.195416213540561	41.6817273096088
81196199.9999987	700.647222393218	22763.9683592386	1.12038622686005	87.5687872533083
81310399.9999987	577.865167038321	18262.3315434547	0.159402823437347	46.1468322058402
81424599.9999987	244.739203739625	18744.1284769037	0.0725021474947478	30.2073037317267
81538799.9999987	239.694472384168	18801.9374473806	0.0220303034226483	16.7568474231447
81652999.9999987	255.939536114745	19166.4984232738	0.00657565848091815	8.43573367296523
81767199.9999987	292.923687344717	19865.9393210981	0.0162440251882796	13.0089920010999
81881399.9999987	362.765473200394	20921.7982595965	0.130078923673358	34.5492927893234
81995599.9999987	548.477809077311	22224.2021822533	0.714128815555092	73.9937629586541
82109799.9999987	473.128359415464	18272.1282908321	0.10919138514999	36.6729354880862
82223999.9999987	243.502778218291	18811.8872369338	0.0453401468924684	22.9529122551608
82338199.9999987	236.836028805211	18815.5344178967	0.00702005321829044	9.40998183686703
82452399.9999987	253.172469233729	19136.0243998961	5.49650485136992E-05	0.634024990574547
82566599.9999987	280.132005332405	19658.6146747205	0.000750995655556773	2.77609243962698
82680799.9999987	325.752161979111	20464.9918133455	0.0293234970376915	17.0057212706392
82794999.9999986	447.878924266512	21732.6641380945	0.302981324372174	49.2801600140156
