"Time [ns]"	"SolidLoss [mW]"	"CoreLoss [mW]"	"p_cu [W]"	"P_out [W]"
13361400	1426.60164133505	21818.7946824021	35.2763723540252	476.428568636224
13475600	5414.58618467313	20462.4774055487	13.2826018288161	362.331023670236
13589800	3008.05256233968	19867.3258903447	10.3780402202116	331.140427772339
13704000	695.75896573205	18709.4571981764	11.175465728067	345.384350617182
13818200	533.331913648605	19031.2617871998	12.0382931970435	356.426132543131
13932400	498.518673739903	19174.0979701292	13.1308666667303	364.782972368119
14046600	555.369907649862	19617.6764362356	15.0492722074328	375.385157229878
14160800	721.917026041338	20424.0461908128	18.3275452889937	389.47052517663
14275000	1125.0614909213	21469.806153149	23.9667903021402	406.343806612706
14389200	5132.20302654964	20365.5557124101	7.70935370927687	291.023810450501
14503400	1453.70125513795	18389.7487327369	7.14566312182986	278.264071082811
14617600	533.680323062117	18794.8627596582	7.65252902259968	289.031109905323
14731800	434.577872204479	18864.9761959465	8.21121630569865	298.022848226053
14846000	427.788149321931	19062.0915409029	8.94430096519117	305.686866507155
14960200	476.556781361322	19506.8443173913	10.3175308073674	315.543039997348
15074400	618.933070498245	20341.7283554378	12.78645022232	331.109937368097
15188600	950.976027482827	21370.7996593864	17.2127376562118	351.096490060415
15302800	4949.46495891141	20305.5281266927	4.93015761151057	237.393833449448
15417000	771.595854437057	18191.9217162613	5.13707235800376	237.920703711684
15531200	443.363929509613	18750.6296405269	5.48490184480447	247.289216243334
15645400	379.433738422862	18754.5402564599	5.84124919729031	254.190042697258
15759600	381.036161562552	18952.2692929268	6.37027926667391	260.120544309523
15873800	435.687328626174	19441.0361569292	7.41239572957125	270.047422491713
15988000	561.001608496345	20239.5820884206	9.40867465765388	285.901450233357
16102200	851.646818184473	21273.0213155134	13.1530941706026	309.521942268757
16216400	4721.54097558082	20270.9742146313	3.54703828134142	197.420365981801
16330600	984.54207691387	20935.1086115606	5.57163175957483	226.00486147677
16444800	1053.01540903884	19347.768946616	4.09043005670264	215.468622596051
16559000	373.675312446388	18624.2472044114	4.33433880335484	220.516423592927
16673200	367.182426604118	18859.4497235468	4.72950660316201	225.976670045606
16787400	413.928484339641	19375.1203586992	5.58784815869212	233.271243514771
16901600	530.432063989477	20153.8874248232	7.30585180332751	253.038705227503
17015800	816.301224866222	21239.4661252683	10.6555533585729	278.285538458502
17130000	4516.04273881782	20325.5198731909	2.84812875524201	171.120498167948
17244200	1102.51917137518	21214.7217079889	4.48605814172111	201.157333894497
17358400	899.20417160679	19267.3807748535	3.19086592151457	191.342278466546
17472600	352.382729565181	18621.7170439935	3.34560616628515	194.73608969313
17586800	355.441964584402	18957.5359214934	3.67770178851419	199.064753330745
17701000	395.894967440747	19470.8306187142	4.43352404272143	210.479801489437
17815200	528.096945892682	20366.0434966193	6.00972134516983	228.799082853768
17929400	810.50657234761	21459.3691395918	9.22116505594959	257.18440492147
18043600	4280.18621725322	20422.7540960154	2.46228203342743	155.12681260019
18157800	1144.28876391682	21291.1869844904	3.78004362161757	180.526533155495
18272000	808.462336393949	19278.6409428665	2.58833332051299	173.369692097363
18386200	334.921516594062	18682.6663792594	2.6958326057666	174.85115936439
18500400	341.736054958635	19013.3521827171	2.98193137048318	179.732754765476
18614600	398.52385024139	19609.2775130607	3.70037930328476	191.60409984229
18728800	536.165863624773	20515.8459523427	5.25267906464186	211.589183324156
18843000	848.401393510554	21665.7895721652	8.4773310603309	242.584188493347
18957200	3999.23578306052	20491.3347507578	2.21691165924319	146.533024501232
19071400	1211.50926857769	21204.9343240213	3.54742453060263	168.474333899088
19185600	845.413637466239	19572.4614984634	2.20219390944605	160.710174515386
19299800	333.381094368039	18719.8736125635	2.28913739490391	161.374290433255
19414000	342.87376875694	19134.511450907	2.56351886657282	166.705343148193
19528200	407.722283480668	19810.4506837705	3.29806014173004	177.060694665015
19642400	557.357312686067	20784.2055680047	4.92259943990268	202.282470086621
19756600	918.995458146585	21967.6218937666	8.34353084803187	235.02766108924
19870799.9999999	3767.9586088249	20625.7828569178	2.08763129231054	147.502317983534
19984999.9999999	1361.94892776912	21331.252164361	3.78068357672314	158.377693952316
20099199.9999999	1014.53417301125	20219.669669107	1.99231634119032	152.582816143089
20213399.9999999	340.7320417124	18818.0686114103	2.05971387622858	153.715819273735
20327599.9999999	349.867438644049	19290.2747041003	2.35261082038221	158.106131195144
20441799.9999999	423.13830839658	20026.359002875	3.15989214448591	173.503213977385
20555999.9999999	605.850354479659	21159.9356624799	4.9633595064165	199.383923850534
20670199.9999999	2020.17424061933	17980.1713600486	1.32453627747272	122.744484185773
20784399.9999999	351.238334746256	18803.6816292495	1.3796914719915	127.734037049631
20898599.9999999	294.149711638937	18657.6968797217	1.34549885974268	125.895388984537
21012799.9999999	274.769428621067	18666.1868078714	1.31442752345602	124.688458908437
21126999.9999999	299.222896372092	18952.0203898401	1.3895903197179	125.900694380735
21241199.9999999	340.42052321928	19505.3094419657	1.70817676746751	133.518892224465
21355399.9999999	437.402940548424	20391.3588510579	2.53750535355816	152.46471693773
21469599.9999999	657.86828034857	21607.6378765954	4.47920991965637	184.146181203044
21583799.9999999	1806.13394543542	18092.1537521702	1.1375097031667	115.157260904586
21697999.9999999	322.169150770556	18746.1463458617	1.12943313462377	116.641247598569
21812199.9999999	280.48659663891	18654.4121284915	1.08054855314143	113.763306903765
21926399.9999999	271.57740925912	18719.7995042551	1.05147607992463	111.548120092448
22040599.9999999	302.684344623504	19046.2200831001	1.15069143075822	113.371413727125
22154799.9999999	351.47096720191	19698.7662998392	1.52023595235826	124.388331868859
22268999.9999999	470.93921650386	20723.0637524151	2.48350550070602	147.34603669478
22383199.9999999	753.589871022002	21904.3562064984	4.73558313259992	182.647949129307
22497399.9999999	1846.38854226799	18432.7684355304	1.11448486127116	114.866060426856
22611599.9999999	311.123454709342	18592.0172979224	1.05859631926757	113.601261430926
22725799.9999999	277.960157946493	18584.5807628846	0.987862942144378	109.468071717081
22839999.9999999	278.52304881581	18768.42757904	0.969872758933844	106.530063674117
22954199.9999999	311.613694220758	19223.9785364734	1.11275108176998	110.668471917664
23068399.9999999	380.442947195922	20022.4595729693	1.58573703588179	124.967431461966
23182599.9999999	526.536602551211	21152.8328929578	2.79697781334797	151.764810004046
23296799.9999999	1246.37294778654	17704.2424325	0.761487272854665	93.8282818545329
23410999.9999999	306.59565216603	18849.3547150384	0.763439067684938	95.7482035481948
23525199.9999999	266.932392303525	18646.18486342	0.698071371131046	91.9655782910366
23639399.9999999	259.008594843608	18642.6717558097	0.638228268860819	87.9283514593553
23753599.9999999	279.583268777379	18935.6974977731	0.652762052568482	86.1876188317755
23867799.9999999	319.778555678467	19506.770811514	0.831022879400505	94.4889417116686
23981999.9999999	406.069811061063	20391.7716203811	1.38919839468378	113.679986278522
24096199.9999999	604.717418689372	21606.6119264172	2.82954532403456	147.605861338738
24210399.9999999	1216.73219530388	17872.2010550521	0.689826983115011	90.4205851118184
24324599.9999999	290.789155527572	18681.7239349613	0.649555485719287	89.1262230700991
24438799.9999999	264.163428415587	18609.0818074473	0.574295323806214	83.5690572163354
24552999.9999999	261.24390588766	18711.020593478	0.523802497510693	79.2644029609902
24667199.9999999	288.426446584992	19097.26348075	0.574824205767384	80.5369547897177
24781399.9999999	341.906383689777	19838.3979644086	0.826176516854865	92.2291628837784
24895599.9999999	448.936112351663	20858.8029955803	1.5621308606219	116.486313861405
25009799.9999999	732.449401622137	22078.8350965905	3.43290668903256	155.078854642805
25123999.9999999	1388.13242192462	18245.8888011644	0.763901826016289	95.8956784251601
25238199.9999999	287.712787002314	18616.4204223253	0.680231251558376	91.6098137058027
25352399.9999999	261.741689614027	18606.9770066247	0.591961711495786	85.4330969846804
25466599.9999999	269.016400664324	18806.1135569751	0.559159849324737	80.6588594901434
25580799.9999999	303.771533751365	19297.0490544231	0.654583903211818	85.1688499773612
25694999.9999999	373.298311591862	20124.0264235646	1.03313473115912	100.334567135514
25809199.9999999	525.704459500458	21305.9262136801	2.09438703338628	130.892916567464
25923399.9999999	978.364335783044	17780.9061577405	0.53432842291147	79.2517048052276
26037599.9999999	284.079016328922	18775.9917329294	0.497386130177694	77.0732686025307
26151799.9999999	257.488543156069	18647.3438049697	0.417218278198703	71.434376271548
26265999.9999999	253.290014052643	18693.0110308765	0.352287816959378	65.4629742110868
26380199.9999999	275.792730489975	19023.1785140497	0.358317246416779	64.374682058363
26494399.9999999	320.687215126057	19681.2606953823	0.504864092406821	73.4567462173874
26608599.9999999	407.783542709589	20633.9410542432	0.999055026108942	94.2523484326394
26722799.9999998	628.223428421509	21842.227154562	2.3530773567636	132.280579848777
26836999.9999998	1035.71015855051	17984.7080543614	0.527014425378354	79.4966911837058
26951199.9999998	274.530158756096	18682.3557618127	0.453116735475708	74.8749130549329
27065399.9999998	255.919831163744	18657.3515222832	0.368612527164814	67.2408862412767
27179599.9999998	256.69695665782	18781.8746710282	0.320393853271265	62.0816813234154
27293799.9999998	289.46784874984	19212.6289642929	0.364188258657719	64.0898354300592
27407999.9999998	347.873044825953	20013.7069782747	0.596853525676111	77.362197652201
27522199.9999998	471.142797531188	21139.3156490052	1.33391813345203	106.740573302767
27636399.9999998	808.039956494665	22373.5734495116	3.28660601962937	147.828578994749
27750599.9999998	1308.11118025158	18436.3795374009	0.679116448017773	92.3717174907185
27864799.9999998	280.985003500697	18575.0242706713	0.564933793669318	83.6147468529278
27978999.9999998	258.615415688357	18636.9559307895	0.463924810173121	75.682191220548
28093199.9999998	271.810443206349	18931.4141183868	0.432298617795126	71.2542175985374
28207399.9999998	311.304059155403	19557.9519170749	0.540914666111172	76.5531716139425
28321599.9999998	392.372722163631	20492.1733568145	0.968273624116409	95.1805735397501
28435799.9999998	572.646282023897	21680.0602850972	2.14486719933791	129.060176321558
28549999.9999998	977.454294921223	17950.8806950407	0.480192350434834	76.3290136794318
28664199.9999998	273.44584050141	18751.9308358279	0.402118241847078	70.5545731222882
28778399.9999998	253.265988119424	18693.1969651993	0.308323302990394	61.9805259706679
28892599.9999998	252.145750365154	18790.2590425722	0.247600236666792	55.6665681144376
29006799.9999998	280.256212929237	19216.5984077601	0.262744048290579	55.051543836985
29120999.9999998	334.548409270704	19983.3246244809	0.426854775663646	66.3357179502624
29235199.9999998	439.490339955503	21070.4056987186	0.99718975471037	93.0357476254548
29349399.9999998	737.651211729517	22353.8118920947	2.60069688426307	133.662473421139
29463599.9999998	1089.40846128477	18248.4105852447	0.522030565701034	78.8490883945023
29577799.9999998	270.715318533252	18645.3489194176	0.411752889681702	71.6181416008772
29691999.9999998	252.477299436745	18682.9345367057	0.313893707713009	62.7259600685919
29806199.9999998	265.080230950457	18964.0580284942	0.273207657762226	56.1564359993481
29920399.9999998	300.516731995782	19553.6719741529	0.337329038018078	61.2534220282883
30034599.9999998	372.771064035538	20464.5555887482	0.640752551167988	77.7479335962423
30148799.9999998	539.362899720521	21713.0661271307	1.58137598849145	112.413095147272
30262999.9999998	784.656957246509	17941.0974008479	0.353075625443348	65.3556211392303
30377199.9999998	266.845106095855	18772.9882637478	0.283204742129866	59.6272712769282
30491399.9999998	247.621534550904	18678.0428785876	0.198195615596667	49.5558947542373
30605599.9999998	249.008274900622	18772.0034262368	0.141486557411805	41.2995989920477
30719799.9999998	274.133881829451	19192.1115665184	0.143648726864257	40.5469613784904
30833999.9999998	324.170167499048	19964.0465168033	0.254608110083513	51.6542312845362
30948199.9999998	424.666766224275	21045.3613123136	0.696632705337652	78.6284470972557
31062399.9999998	685.088950548644	22274.6473508157	2.01542868015993	119.035767433706
31176599.9999998	901.829779922498	18163.766952953	0.392779811877697	69.713235789257
31290799.9999998	262.236187954528	18690.4939945145	0.292029582641601	60.5755456619545
31404999.9999998	247.992959980681	18724.36307062	0.203532554200629	50.6254950364561
31519199.9999998	261.306112262886	18984.747389025	0.164640639822023	45.0160751649835
31633399.9999998	291.568342816058	19485.8506949789	0.205370145784536	47.9593548321247
31747599.9999998	360.877180534568	20422.7099030562	0.433815291605225	64.7756088065097
31861799.9999998	515.353873523041	21666.5251650546	1.20990469447858	98.491862104405
31975999.9999998	657.505677326899	17994.6674348839	0.267890216624439	56.8485381942433
32090199.9999998	260.908019657925	18773.0578267935	0.201104955938783	49.9282099877033
32204399.9999998	244.661379113707	18683.1688137458	0.127046713912197	39.4935447567827
32318599.9999998	246.662351950384	18792.0923583149	0.0797481803337457	31.5203936593784
32432799.9999998	270.301408215074	19218.1643734119	0.0762393337485816	29.4395835396641
32546999.9999998	318.928704880122	19979.4256426418	0.154854065781701	40.3766061432283
32661199.9999998	414.404261880718	21073.4814780081	0.506876621104037	66.7614420379127
32775399.9999998	667.848325279779	22322.8984352203	1.66715951889728	108.538488289212
32889599.9999998	783.303829990891	18123.700423923	0.314970033810961	62.2798842419796
33003799.9999998	255.126634351029	18678.3416765088	0.219431981906128	51.9859048746145
33117999.9999998	245.202615880807	18722.4882961691	0.140283218967229	41.6402365095529
33232199.9999998	259.192331483571	18997.1823695822	0.102437661998916	34.7909649402045
33346399.9999998	290.520896358724	19562.0266064463	0.134585871630814	38.7100503499245
33460599.9999998	356.121596253076	20502.6699874993	0.323092554939384	56.3343920461701
33574799.9999998	510.261893798232	21776.1679837919	1.01541364416188	90.6454817603965
33688999.9999998	593.751992939538	18075.9516440483	0.224074393292471	52.3488878366846
33803199.9999998	259.619184328229	18859.7540530973	0.158828420941498	44.6497147641902
33917399.9999998	242.707067067885	18709.9015537126	0.0915367788066845	33.3230297788949
34031599.9999998	245.857962575489	18800.1167954867	0.0499617273054173	24.7132348984879
34145799.9999998	271.419424285466	19256.8534412889	0.0469544988448239	22.2989417496516
34260000	311.365726167903	19960.0481871447	0.107484464029178	33.1075968983453
34374200.0000002	408.994746456547	21080.7587991982	0.413486933631502	60.812995538525
34488400.0000002	661.772455292569	22339.7542662873	1.49213267987173	102.713910754551
34602600.0000002	721.870431821519	18121.8844057568	0.271351601270394	57.8889525244461
34716800.0000002	253.351352803267	18670.979097034	0.177390008103274	47.0140126481726
34831000.0000002	242.988205845976	18701.240174563	0.105636968285564	36.7210431062731
34945200.0000002	257.802610344286	18981.2407223496	0.0714592333531756	29.5330730253446
35059400.0000002	289.994094958079	19549.2133662984	0.0970772762447192	31.7273315572121
35173600.0000002	353.853771740356	20472.3643921598	0.262781649250595	50.6289870725172
35287800.0000002	509.25366551432	21728.6218930175	0.902194369836763	85.0325437021975
35402000.0000002	548.571727829942	18084.5897803994	0.189561556699138	47.7130408125218
35516200.0000002	257.840693592577	18817.1386964396	0.126701551356935	39.5590997692362
35630400.0000002	240.00537058993	18698.2298351242	0.0648718544109411	28.1856889688254
35744600.0000002	244.750371834527	18800.4419245532	0.0301102381192817	19.1654557302614
35858800.0000002	269.54283163137	19266.2525404217	0.0259143926766937	17.1293007966878
35973000.0000002	314.158210311378	20029.4284891336	0.0774460822314255	28.4762259560126
36087200.0000002	412.042738415308	21165.6017457658	0.360853801945719	56.9736196478189
36201400.0000002	675.939581802497	22456.9871912886	1.41820773534196	99.4330475463571
36315600.0000002	699.741797566169	18151.515911502	0.253235791425435	55.6201666445137
36429800.0000002	252.130522661586	18721.8193081375	0.159286337866262	44.9390701501198
36544000.0000002	241.647558401681	18726.0200869806	0.0890577786562913	33.4232943225612
36658200.0000002	258.594978465248	19002.1449235371	0.057508499291243	25.862809297913
36772400.0000002	291.299097950357	19590.1899766911	0.08112615329254	30.1191564735556
36886600.0000002	353.730872973532	20500.9823841204	0.242737694038925	48.2851254817299
37000800.0000002	515.188785484308	21770.3536382019	0.878712499088027	83.9942391909632
37115000.0000002	536.840734936387	18092.0969391705	0.176413781858644	46.0654493207361
37229200.0000002	255.813810963576	18790.257018601	0.112065682278715	37.780305292738
37343400.0000002	241.490931361415	18706.6815612847	0.0517854748812503	25.3402585256266
37457600.0000002	245.29891947526	18817.4409448588	0.0213872612641212	15.982405008221
37571800.0000002	270.13757967751	19305.9273388384	0.0186346868704406	14.9649992013417
37686000.0000002	317.33884872751	20093.6927507146	0.0666898787872099	24.0944310831238
37800200.0000002	412.427566609571	21214.0733317781	0.345114397380379	55.1241047797369
37914400.0000002	685.784456467101	22521.9429739413	1.40492079995578	98.6586315964584
38028600.0000002	686.280047829627	18165.920954408	0.240922440092486	54.5515188928048
38142800.0000002	251.961488362681	18699.9932945694	0.145371607854156	42.7549257376394
38257000.0000002	241.398529154477	18742.3744535052	0.0769977269797688	30.0876902510981
38371200.0000002	256.388257168169	19022.7280995596	0.0479726235472927	23.9494185039928
38485400.0000002	292.72821362923	19686.9752383755	0.0714214822259188	28.3960426110683
38599600.0000002	358.295264295156	20638.0754827565	0.235769358106216	47.5149198484053
38713800.0000002	529.86188824927	21947.9540106435	0.893413959910671	84.0165875725951
38828000.0000002	538.3998688876	18155.5124792968	0.169738948596284	45.737660718521
38942200.0000002	252.232701867236	18836.2181030012	0.102026973009444	35.4943924441323
39056400.0000002	240.505844819597	18746.6589841507	0.0434655348206546	22.8531724698405
39170600.0000002	245.634871383667	18871.4686942954	0.015885182129865	13.7920569673996
39284800.0000003	271.573743868381	19367.0698755579	0.0143584762535239	12.8657987450188
39399000.0000003	321.688278782007	20186.8538578359	0.0616059590760982	25.3755614406156
39513200.0000003	423.520484958288	21350.1764375394	0.354032178772039	55.3489263682533
39627400.0000003	716.982002006701	22656.496307289	1.47990961663034	100.652219847607
39741600.0000003	701.192903798899	18217.2784298816	0.24557425882517	54.9079517963418
39855800.0000003	251.181215296084	18687.2109732912	0.146143344606206	42.9552139925887
39970000.0000003	243.290772609847	18758.6721475525	0.0755727953700161	30.8707662923101
40084200.0000003	258.186970771649	19084.7685723117	0.0479151313743561	23.416998626768
40198400.0000003	296.521523045187	19751.7737993286	0.0750023339115329	28.5836692934552
40312600.0000003	366.225505582055	20751.2446871223	0.256489074829943	48.3128790716421
40426800.0000003	548.810373198409	22002.3856944553	0.972630238363776	86.9121265612136
40541000.0000003	564.482746559708	18140.0266242756	0.176534385575028	46.5929998499832
40655200.0000003	248.512682634682	18786.4229157197	0.1021662046887	36.0281434610889
40769400.0000003	240.648993176791	18748.0801820724	0.0420284149530842	23.1054493365418
40883600.0000003	247.917184890213	18926.8795027285	0.0142010371770093	12.7492503863077
40997800.0000003	274.110135986035	19421.4315497431	0.0149436412617053	12.9025360262734
41112000.0000003	326.780338266344	20298.6175077411	0.0698491239752191	26.7954706615219
41226200.0000003	439.086195415108	21504.6091712786	0.396095997137681	58.315762651267
41340400.0000003	388.950290230409	18470.9437534008	0.0945142300107287	33.521296221641
41454600.0000003	257.292557818334	18960.0341665139	0.052717496160558	25.3813945381761
41568800.0000003	237.371978026586	18747.8439872662	0.0140221096945879	12.9108993796113
41683000.0000003	241.529700042233	18809.695608699	0.000391551862264129	2.07940626094942
41797200.0000003	265.087632889869	19294.836438721	2.29363833533975E-06	-1.37727770407133
41911400.0000003	302.263843769714	19933.1866470892	0.00787397872799263	9.05276944502998
42025600.0000003	371.658453161287	20874.8792630719	0.120186705233936	33.8115667051439
42139800.0000003	568.575513781692	22150.2245976203	0.73383759695065	74.0150472223827
42254000.0000003	478.269964710253	18198.3475373477	0.121397980423472	38.5672362958842
42368200.0000003	246.434323242371	18745.6943581673	0.059135983878309	27.4440503320211
42482400.0000003	237.075343401681	18729.3831637965	0.0170660283442733	14.3673800456226
42596600.0000003	250.134996299518	18960.3414924695	0.00273437553219605	5.39749549359329
42710800.0000003	281.956877164751	19591.3918231164	0.00679526201311768	7.03728654436501
