"Time [ms]"	"Moving1.Speed [rpm]"
63.2667999999995	1685.64001437524
63.3809999999995	1685.8355028351
63.4951999999995	1686.0521808269
63.6093999999995	1686.11371549811
63.7235999999995	1686.08846454219
63.8377999999995	1685.99860258206
63.9519999999995	1685.9022857691
64.0661999999995	1685.8743390533
64.1803999999995	1686.01307832467
64.2945999999995	1686.17413972146
64.4087999999995	1686.20896527884
64.5229999999995	1686.16385876742
64.6371999999995	1686.05050681256
64.7513999999995	1685.90826535872
64.8655999999995	1685.80155243544
64.9797999999994	1685.82475872156
65.0939999999994	1686.07911406433
65.2081999999994	1686.34575747537
65.3223999999994	1686.44214727786
65.4365999999994	1686.45576962978
65.5507999999994	1686.39901999431
65.6649999999994	1686.29616168379
65.7791999999994	1686.24327743627
65.8933999999994	1686.37848585389
66.0075999999994	1686.53850680578
66.1217999999994	1686.56847316895
66.2359999999994	1686.51620933291
66.3501999999994	1686.38991570743
66.4643999999994	1686.24236868651
66.5785999999994	1686.14805001346
66.6927999999994	1686.20361891524
66.8069999999994	1686.297426539
66.9211999999994	1686.29920269153
67.0353999999994	1686.22810770377
67.1495999999994	1686.08336350126
67.2637999999993	1685.89929151112
67.3779999999993	1685.73625676814
67.4921999999993	1685.68183947417
67.6063999999993	1685.83379359787
67.7205999999993	1686.01300436769
67.8347999999993	1686.05265468943
67.9489999999993	1686.00992101806
68.0631999999993	1685.90152548037
68.1773999999993	1685.78128819718
68.2915999999993	1685.72297681914
68.4057999999993	1685.82327838704
68.5199999999993	1685.95207502018
68.6341999999993	1685.96860894117
68.7483999999993	1685.90826659559
68.8625999999993	1685.77641352365
68.9767999999993	1685.61320123278
69.0909999999993	1685.48428642516
69.2051999999993	1685.47992001651
69.3193999999993	1685.69876033399
69.4335999999992	1685.93387939579
69.5477999999992	1686.00820156759
69.6619999999992	1685.99914595081
69.7761999999992	1685.92660718795
69.8903999999992	1685.84744233521
70.0045999999992	1685.84046367084
70.1187999999992	1686.00586063044
70.2329999999992	1686.18775846662
70.3471999999992	1686.23410110527
70.4613999999992	1686.20004409892
70.5755999999992	1686.09879989942
70.6897999999992	1685.97058188169
70.8039999999992	1685.88131034906
70.9181999999992	1685.92735582116
71.0323999999992	1686.20961951442
71.1465999999992	1686.50382536951
71.2607999999992	1686.62169210001
71.3749999999992	1686.65271420504
71.4891999999992	1686.61775342091
71.6033999999992	1686.57328103358
71.7175999999991	1686.61027443186
71.8317999999991	1686.8318058998
71.9459999999991	1687.05700145007
72.0601999999991	1687.12433689983
72.1743999999991	1687.10675835729
72.2885999999991	1687.02125936412
72.4027999999991	1686.91561914027
72.5169999999991	1686.85994722756
72.6311999999991	1686.94928649322
72.7453999999991	1687.06759595185
72.8595999999991	1687.08168187586
72.9737999999991	1687.02356256554
73.0879999999991	1686.89093872733
73.2021999999991	1686.71703196499
73.3163999999991	1686.5661429574
73.4305999999991	1686.52854663976
73.5447999999991	1686.70918301083
73.6589999999991	1686.91231763725
73.7731999999991	1686.96192002909
73.887399999999	1686.92480034553
74.001599999999	1686.8225958594
74.115799999999	1686.71327421076
74.229999999999	1686.67121981177
74.344199999999	1686.7948586769
74.458399999999	1686.94131263268
74.572599999999	1686.96416635584
74.686799999999	1686.90664547634
74.800999999999	1686.77693662108
74.915199999999	1686.61824107755
75.029399999999	1686.49925815419
75.143599999999	1686.51059667696
75.257799999999	1686.75199450049
75.371999999999	1687.00852396714
75.486199999999	1687.0958997297
75.600399999999	1687.09761107837
75.714599999999	1687.02092207897
75.828799999999	1686.9289829419
75.942999999999	1686.91784062494
76.057199999999	1687.08864300377
76.1713999999989	1687.27754848885
76.2855999999989	1687.32476377774
76.3997999999989	1687.28939966012
76.5139999999989	1687.18072964508
76.6281999999989	1687.04807896044
76.7423999999989	1686.95878654058
76.8565999999989	1687.0078351814
76.9707999999989	1687.09594169626
77.0849999999989	1687.09251184787
77.1991999999989	1687.01514387569
77.3133999999989	1686.8641766533
77.4275999999989	1686.67033357573
77.5417999999989	1686.49668350717
77.6559999999989	1686.43461910049
77.7701999999989	1686.57983002702
77.8843999999989	1686.75183628176
77.9985999999989	1686.78256618363
78.1127999999989	1686.72894671054
78.2269999999989	1686.60770592437
78.3411999999988	1686.46908587592
78.4553999999988	1686.39250574388
78.5695999999988	1686.48070586179
78.6837999999988	1686.60054799707
78.7979999999988	1686.61082586318
78.9121999999988	1686.54499567345
79.0263999999988	1686.40572539101
79.1405999999988	1686.23330819365
79.2547999999988	1686.09268743795
79.3689999999988	1686.07467108191
79.4831999999988	1686.28218598542
79.5973999999988	1686.51010696495
79.7115999999988	1686.5772526951
79.8257999999988	1686.55578906066
79.9399999999988	1686.47170158741
80.0541999999988	1686.38638566008
80.1683999999988	1686.37439585922
80.2825999999988	1686.53381930938
80.3967999999988	1686.70826822856
80.5109999999988	1686.748720754
80.6251999999987	1686.70876858738
80.7393999999987	1686.59576172229
80.8535999999987	1686.45643903411
80.9677999999987	1686.35976431634
81.0819999999987	1686.40232974318
81.1961999999987	1686.68427493156
81.3103999999987	1686.97992980379
81.4245999999987	1687.09846243694
81.5387999999987	1687.12627575613
81.6529999999987	1687.08689682828
81.7671999999987	1687.03595829258
81.8813999999987	1687.06561992574
81.9955999999987	1687.28346760484
82.1097999999987	1687.5078182985
82.2239999999987	1687.57463075459
82.3381999999987	1687.55732188744
82.4523999999987	1687.47115386811
82.5665999999987	1687.36452657989
82.6807999999987	1687.30842930711
82.7949999999986	1687.39583432638
82.9091999999986	1687.51269220222
83.0233999999986	1687.52722278996
83.1375999999986	1687.4661842274
83.2517999999986	1687.33054459614
83.3659999999986	1687.15540314725
83.4801999999986	1687.00607586046
83.5943999999986	1686.97316711995
83.7085999999986	1687.15522347748
83.8227999999986	1687.35890770256
83.9369999999986	1687.41072084508
84.0511999999986	1687.37644462593
84.1653999999986	1687.27434809311
84.2795999999986	1687.16202848048
84.3937999999986	1687.11990918604
84.5079999999986	1687.24589377747
84.6221999999986	1687.39382478367
84.7363999999986	1687.41866704883
