"Time [ms]"	"FL_a [Wb]"	"FL_c [Wb]"	"FL_b [Wb]"
22.1547999999999	-0.0024572878439476	0.220436342226845	-0.212980938592887
22.2689999999999	0.0290114961616516	0.198140350995124	-0.237614181121067
22.3831999999999	0.0627846240020596	0.17293220343774	-0.259631213316826
22.4973999999999	0.0829880273505347	0.13676259708635	-0.253033806097696
22.6115999999999	0.111502764864081	0.10889025595355	-0.257869635932705
22.7257999999999	0.139845429367042	0.0808275804094537	-0.25627626929261
22.8399999999999	0.167770796161814	0.052342859623853	-0.24774636353714
22.9541999999999	0.194914735496635	0.0231133059876053	-0.233170828052591
23.0683999999999	0.220808604367736	-0.00725970456675553	-0.213464083427209
23.1825999999999	0.244662885421648	-0.039457256273161	-0.189939813872338
23.2967999999999	0.245934886210294	-0.0622680695909715	-0.156281988910913
23.4109999999999	0.255330582407699	-0.0911884848985633	-0.128734260113939
23.5251999999999	0.258122973674298	-0.119755347224482	-0.100812963802244
23.6393999999999	0.254051050265779	-0.147959408903997	-0.0725096887770725
23.7535999999999	0.243255256079165	-0.175705500571946	-0.0437531904772835
23.8677999999999	0.226720754072152	-0.202497681066764	-0.0140970532971957
23.9819999999999	0.205532245566757	-0.227863829920776	0.0168456676769359
24.0961999999999	0.180920818899277	-0.250887613259038	0.049868651715031
24.2103999999999	0.146931311326217	-0.250075796238356	0.0723697869710403
24.3245999999999	0.119150436604073	-0.257088877758781	0.101092549441667
24.4387999999999	0.0910961782838613	-0.257484886189238	0.129567144008654
24.5529999999999	0.0625968833453884	-0.250823919823988	0.157614574287142
24.6671999999999	0.0335194169194185	-0.237836104855722	0.185065754570197
24.7813999999999	0.00343130974753503	-0.219297651512558	0.211427335316113
24.8955999999999	-0.0282503659599735	-0.196627978002789	0.236017393531805
25.0097999999999	-0.062198340339572	-0.171073737514025	0.258027472008473
25.1239999999999	-0.0837453216406012	-0.136152810726177	0.253672836896466
25.2381999999999	-0.112271384220289	-0.108185083673976	0.258076632925597
25.3523999999999	-0.140596313384075	-0.0799872201783801	0.255739523502098
25.4665999999999	-0.168473343179808	-0.051330129980155	0.246488152886278
25.5807999999999	-0.195537814030263	-0.0218926260403524	0.231223901767617
25.6949999999999	-0.221334099476171	0.00870459210672844	0.210925162547019
25.8091999999999	-0.244975243893061	0.0412324024500803	0.186860701861479
25.9233999999999	-0.247495867334143	0.0649096542897767	0.153995160630605
26.0375999999999	-0.256021791968017	0.0937879295715	0.126317021583642
26.1517999999999	-0.257997747355681	0.122336815216304	0.0982783339082134
26.2659999999999	-0.252831347770588	0.150475475462543	0.0698018633652642
26.3801999999999	-0.241059976653494	0.17811668673503	0.0408306344520678
26.4943999999999	-0.2234738468746	0.20474139244305	0.0109017688617391
26.6085999999999	-0.201461194878575	0.229815137965739	-0.0204267707838027
26.7227999999998	-0.176292299960378	0.252497198636361	-0.0538685016195175
26.8369999999998	-0.142766763236397	0.251935121664453	-0.0768883810930784
26.9511999999998	-0.114843586335885	0.257751119234175	-0.105538485262736
27.0653999999998	-0.0866473440745456	0.256707462653865	-0.133950217949119
27.1795999999998	-0.0579748567532765	0.248582412386055	-0.161907339295094
27.2937999999998	-0.0286355714822068	0.234352520848646	-0.189177895786912
27.4079999999998	0.00177303391000262	0.214732705493097	-0.215290310887591
27.5221999999998	0.03396232367187	0.191135108827242	-0.239422177972595
27.6363999999998	0.0685773113257142	0.164902053445019	-0.260785967881988
27.7505999999998	0.09016393897056	0.129994651072458	-0.255255083484315
27.8647999999998	0.11864030617026	0.101938911417695	-0.258178074498579
27.9789999999998	0.146851510973701	0.0735810227616525	-0.254104243068801
28.0931999999998	0.174596540460273	0.0447445654106885	-0.243242288567429
28.2073999999998	0.201363610670491	0.0149711267502257	-0.226373571392588
28.3215999999998	0.226664665646661	-0.0161382164660192	-0.204790591711934
28.4357999999998	0.249699957796202	-0.0492628498938956	-0.17991728463595
28.5499999999998	0.250587778585635	-0.0726719526785902	-0.146763670569415
28.6641999999998	0.257358934932901	-0.10141204994725	-0.118909992812968
28.7783999999998	0.257236196332422	-0.129874119135741	-0.0907367804914605
28.8925999999998	0.249888631108501	-0.157864483705491	-0.0620614358552726
29.0067999999998	0.236349966210021	-0.185272424441398	-0.0328116473223263
29.1209999999998	0.21721293405999	-0.211552907987199	-0.00250859117778764
29.2351999999998	0.193939824529845	-0.235977769587749	0.0294692703589417
29.3493999999998	0.167845756861526	-0.257746972561082	0.0637829158693045
29.4635999999998	0.133805783037642	-0.254572219451352	0.0862901627746717
29.5777999999998	0.105735068058372	-0.258164288607356	0.114809259164344
29.6919999999998	0.0773736648664648	-0.254790539166924	0.143080510280929
29.8061999999998	0.0485212118800819	-0.2444877971594	0.17088050013757
29.9203999999998	0.0187923267460908	-0.228104429909277	0.197773353661027
30.0345999999998	-0.0121857425607827	-0.20688312460775	0.223301631141617
30.1487999999998	-0.0451772652953855	-0.182069011330941	0.246577785859216
30.2629999999998	-0.0695113570692824	-0.149788523957161	0.24969400089351
30.3771999999998	-0.0983354084564955	-0.121965124336915	0.25702057869279
30.4913999999998	-0.126834679981818	-0.093770976736153	0.25749495933736
30.6055999999998	-0.154887479970361	-0.0650937087681795	0.250737097777477
30.7197999999998	-0.18233812535315	-0.0358159343770716	0.237467565666614
30.8339999999998	-0.208703678992268	-0.00551971592147234	0.21853939829119
30.9481999999998	-0.233289648395106	0.0263826673598001	0.195399655937094
