"Time [ns]"	"SolidLoss [mW]"	"CoreLoss [mW]"	"p_cu [W]"	"P_out [W]"
14617600	1947.30098560097	17574.2763898556	84.4043161977601	801.576810503881
14731800	1632.31820336794	17899.3429858583	95.1876144652896	829.709254720533
14846000	1678.86965976064	18333.2763706991	108.654288575909	853.45373302814
14960200	1908.86265526023	18825.5623108531	126.461825078239	873.77665165389
15074400	2639.04034397517	19437.6972538599	151.795066281769	887.618412999119
15188600	4603.72830666476	20205.2819253033	189.904229054241	894.012740860108
15302800	8535.90392289828	20744.2790194248	113.010675637975	777.146787317781
15417000	7173.18304616655	20625.7195639498	79.2355995820395	713.999136760927
15531200	5442.3118810069	21084.2020076888	68.4783176911646	703.650392949272
15645400	5294.72247538239	23963.1386689026	69.1377576340982	738.233276406071
15759600	1741.72249180493	17617.0125211091	78.0411518548894	767.604771604706
15873800	1559.43096598112	18072.2869765422	88.7731732555187	791.165353261802
15988000	1680.33387758249	18457.3655792364	103.351441917701	815.984157455151
16102200	2045.98317671054	19047.550726724	122.370965976654	831.296691750765
16216400	3330.31679185302	19700.6222310866	151.698130986683	844.413969194968
16330600	8039.0322684004	20489.4388653683	87.9444608328036	724.35670438442
16444800	7037.51307268485	20562.6373822159	60.8237942146214	661.877682048329
16559000	5306.2212343403	21054.5468871342	54.2369624187729	652.174403710961
16673200	3107.54308295467	19892.2571269436	58.4419902965883	683.97861596956
16787400	1462.38425717638	17537.206523989	65.7454591926934	714.560721258135
16901600	1314.98125795812	17776.1103747211	75.0408405723746	742.276086675889
17015800	1444.884750528	18228.061370931	87.0134510569567	766.378939216255
17130000	1744.06301709757	18739.6677401504	103.062614548669	788.066820108621
17244200	2437.53142902655	19257.3526406291	125.65934797143	802.224764617217
17358400	7769.20048689434	20274.9567319984	71.0735364294127	681.404738820663
17472600	6884.28915830978	20482.8364645004	48.9216815618575	617.004701196834
17586800	6841.64012866924	23490.8664946245	45.3293254667794	604.335177061551
17701000	1682.6104645437	17349.5841609539	51.3506467920654	643.173465802694
17815200	1252.91051382352	17489.8550684479	57.7766417059244	676.543043977136
17929400	1118.54027214982	17622.7136756797	65.9825211740596	704.786954171944
18043600	1242.4809094304	17966.0491116244	76.3677276292676	730.47081578421
18157800	1501.78777694079	18401.2017867516	90.3213512051223	754.735641745183
18272000	2028.70839356355	18933.2221171708	109.324403202119	772.714352181946
18386200	3425.45531019952	19611.6172191295	137.976908428544	783.345017572742
18500400	7342.45776114028	20145.1903607683	79.6056239787186	676.308906440753
18614600	6286.7917132994	20384.2714465473	55.3171186589668	623.93566906656
18728800	4737.74159142858	20924.5443394675	50.0636747382765	624.935810362717
18843000	2707.04917399549	19752.8915581295	54.3194004045828	659.754648438526
18957200	1318.45128203608	17430.2250678255	61.732366262484	689.54310594641
19071400	1257.96290422085	17750.5244900357	71.1529556445719	715.961309489896
19185600	1441.61849812697	18200.5720923802	83.5957799995901	741.083957587962
19299800	1825.12089992296	18705.6442194661	100.451588049159	761.418368738902
19414000	2756.92431020496	19227.2132577715	124.819294753183	774.409848747719
19528200	7411.79736991202	20171.8062040844	70.8184531764792	661.865221884061
19642400	6475.06827704705	20437.315527271	48.9533147827647	606.457810876458
19756600	4871.87545017553	20934.905279598	45.5271678905701	605.065115805283
19870799.9999999	2056.07605620113	18245.2802176883	50.7159511703008	639.487711325632
19984999.9999999	1245.57832856283	17309.4938515123	57.4378191538312	670.779370561513
20099199.9999999	1158.34679891805	17548.2672836682	66.0444951782805	698.207715912137
20213399.9999999	1305.18331493229	17925.1324645686	77.1771020188599	724.220848166575
20327599.9999999	1627.31454505447	18410.0256360896	92.2200320690175	747.424154075628
20441799.9999999	2269.62093647932	18875.0856009483	113.169560303419	763.336568811013
20555999.9999999	7430.48069760865	20039.3722313958	63.0308088970062	646.553303614465
20670199.9999999	6549.94789290485	20283.8267564905	43.5941082295375	586.872604459124
20784399.9999999	5630.0315573602	21920.8612295703	41.9189046276852	580.858005978406
20898599.9999999	1534.84076461896	17172.1994725621	47.7402873909443	620.61111309451
21012799.9999999	1173.1028556257	17286.2831339062	53.9651339235651	653.460990087589
21126999.9999999	1062.48515188964	17355.4860270747	61.9508558032804	683.034912257192
21241199.9999999	1197.92403339562	17695.5232112684	71.9831719333741	709.133657712454
21355399.9999999	1460.97872516092	18117.5038316097	85.6277414305054	734.677684953932
21469599.9999999	1992.69846109727	18620.5474121328	104.043015940947	751.544477062208
21583799.9999999	3336.70704658158	19160.5224529906	132.001925781903	765.367855074104
21697999.9999999	7165.51376416529	19991.272519279	75.7108799719134	657.928985558339
21812199.9999999	6172.36233229272	20282.892351568	52.8013238998309	611.798159634541
21926399.9999999	4601.10985610403	20780.6148828867	48.1473687941808	614.486724222171
22040599.9999999	2500.57933997046	19223.1571823369	52.8018224415048	649.972694001646
22154799.9999999	1276.20629563227	17183.5021175846	60.0739829684073	678.891630369098
22268999.9999999	1227.76663346062	17461.6247194926	69.5399811628309	707.073263729062
22383199.9999999	1413.69015076492	17881.634903177	81.8432600573553	730.426820927207
22497399.9999999	1809.31511719968	18335.8105965421	98.7034867626987	753.229408075283
22611599.9999999	2725.2131306692	18781.0386189046	122.857277917783	766.862676412563
22725799.9999999	7330.79037124204	20047.0986393234	69.6643669097629	656.09214406233
22839999.9999999	6395.21772573371	20277.1188323407	48.2422621252287	601.811840501124
22954199.9999999	4830.33932884821	20801.3380732469	45.0681048874365	601.561470459908
23068399.9999999	2003.30696594101	17989.9217549569	50.3370511576001	635.675918015609
23182599.9999999	1239.61208743111	17112.3131154948	57.0941080807294	667.817780881418
23296799.9999999	1154.76096868257	17282.4680133353	65.761387512397	695.875770042025
23410999.9999999	1308.88358918127	17678.1481447518	76.8985438250051	721.663150665676
23525199.9999999	1632.04023709765	18099.9062783551	92.0466028716211	745.383445924013
23639399.9999999	2285.8436007179	18512.9032294325	113.030533454032	761.351011335336
23753599.9999999	7432.3481586935	19994.7875066729	63.0397652390421	645.541784867085
23867799.9999999	6548.48307732823	20268.9097039979	43.625905213341	586.623332226605
23981999.9999999	5651.83130143724	21839.9995734669	42.0544764486324	581.892457790791
24096199.9999999	1537.07937388304	17099.6630025874	47.8622217132805	620.349774191574
24210399.9999999	1172.9618047761	17136.2461450097	54.2392352159003	654.703336532933
24324599.9999999	1066.27046578539	17227.0754926394	62.1900894364079	683.986336777869
24438799.9999999	1190.65803309275	17524.6461435721	72.4252121107531	710.528786344077
24552999.9999999	1464.60787575275	17981.4958961646	86.0303437084695	735.774036288392
24667199.9999999	1987.33559982473	18417.501400835	104.709442259234	754.775132218607
24781399.9999999	3330.40368491219	18960.3709380407	132.577361529797	766.863455629796
24895599.9999999	7185.22124784481	19935.0748203902	76.2661637314246	661.987764802676
25009799.9999999	6163.22801179002	20209.2639579331	53.1059437363167	612.904046154509
25123999.9999999	4642.97814071077	20709.4254803114	48.5251439870065	615.456382348719
25238199.9999999	2514.43150114223	19192.5521696095	53.1180940033515	651.348694126815
25352399.9999999	1279.50288267334	17087.4423266733	60.5017075643604	681.086655405115
25466599.9999999	1241.15899278332	17387.8549679141	69.9708844709398	708.64212303428
25580799.9999999	1416.71407634965	17777.6393498499	82.3402643271079	733.74828334554
25694999.9999999	1821.19873178103	18234.4918721508	99.2367606486544	755.266998147073
25809199.9999999	2729.06970365471	18636.4493190145	123.456609731785	768.847023306472
25923399.9999999	7372.6955847165	20074.3974726366	70.0651511378192	658.707179227986
26037599.9999999	6435.07817575758	20307.9935383526	48.5171275084728	603.08315626117
26151799.9999999	4855.74712188978	20799.8837090106	45.3447710008121	603.164719786965
26265999.9999999	2012.7239398933	17981.3755099946	50.6438797404947	637.663301550995
26380199.9999999	1239.98010328007	17089.4597606226	57.4174045474939	669.027683875975
26494399.9999999	1153.68209484105	17241.6357461515	66.1380327641726	697.794651282515
26608599.9999999	1307.19425322627	17642.9856130504	77.3000537111322	723.075200238809
26722799.9999998	1618.25945492511	18058.4875092125	92.4833711025405	747.523860839425
26836999.9999998	2262.08273882315	18468.8050060309	113.33151017441	762.569942194447
26951199.9999998	7446.66889748624	19981.1124339677	63.3201121357558	647.875186211628
27065399.9999998	6521.30621289083	20211.4111516428	43.7743308388629	586.71113760763
27179599.9999998	5707.53827427548	21792.4603820196	42.3318139022811	583.086062737013
27293799.9999998	1540.54150548186	17068.0374308	48.0802368651325	621.405233497928
27407999.9999998	1187.79899139524	17124.6466418648	54.576266383417	656.677555585681
27522199.9999998	1069.44733243379	17223.9219842133	62.4777317821422	684.520370051591
27636399.9999998	1196.38305658757	17487.9814754788	72.7863482563767	712.804495360863
27750599.9999998	1463.66773871618	17957.3554618392	86.3216572893564	737.206480534619
27864799.9999998	1983.28437324721	18374.0029230417	105.024685866997	757.496345007077
27978999.9999998	3297.40906942268	18920.6532221211	132.691606865506	768.615043340778
28093199.9999998	7224.30644671475	19970.3724813011	76.3692473126098	664.022071102114
28207399.9999998	6202.10817092329	20225.8315009082	53.1830489771882	614.217039001389
28321599.9999998	4679.84157502786	20726.2267864235	48.6173084179119	616.501724236183
28435799.9999998	2479.94607172762	19108.5826160398	53.2789926955511	651.787637553195
28550000	1276.58240052183	17089.2540375956	60.6492017440179	681.871305033677
